      ,Type    ,Id            ,Token
97435 ,morpheme,59#00:15:33#0 ,学習
97436 ,morpheme,59#00:15:35#0 ,学習
97437 ,morpheme,59#00:15:37#0 ,学習
97438 ,morpheme,59#00:15:39#0 ,学習
97439 ,morpheme,59#00:15:41#0 ,学習
97440 ,morpheme,59#00:15:43#0 ,学習
97441 ,morpheme,59#00:15:45#0 ,学習
97442 ,morpheme,59#00:15:47#0 ,学習
97443 ,morpheme,59#00:15:49#0 ,学習
97444 ,morpheme,59#00:15:51#0 ,学習
97445 ,morpheme,59#00:15:53#0 ,学習
97446 ,morpheme,59#00:15:55#0 ,学習
97447 ,morpheme,59#00:15:57#0 ,学習
97448 ,morpheme,59#00:15:59#0 ,学習
97449 ,morpheme,59#00:16:01#0 ,学習
97450 ,morpheme,59#00:16:03#0 ,学習
97451 ,morpheme,59#00:16:05#0 ,学習
97452 ,morpheme,59#00:16:07#0 ,学習
97453 ,morpheme,59#00:16:09#0 ,学習
97454 ,morpheme,59#00:16:11#0 ,学習
97455 ,morpheme,59#00:16:13#0 ,学習
97456 ,morpheme,59#00:16:15#0 ,学習
97457 ,morpheme,59#00:16:17#0 ,学習
97458 ,morpheme,59#00:16:19#0 ,学習
97459 ,morpheme,59#00:16:21#0 ,学習
97460 ,morpheme,59#00:16:23#0 ,学習
97461 ,morpheme,59#00:16:25#0 ,学習
97462 ,morpheme,59#00:16:27#0 ,学習
97463 ,morpheme,59#00:16:29#0 ,学習
97464 ,morpheme,59#00:16:31#0 ,学習
97465 ,morpheme,59#00:16:33#0 ,学習
97466 ,morpheme,59#00:16:35#0 ,学習
97467 ,morpheme,59#00:16:37#0 ,学習
97468 ,morpheme,59#00:16:39#0 ,学習
97469 ,morpheme,59#00:16:41#0 ,学習
97470 ,morpheme,59#00:16:43#0 ,学習
97471 ,morpheme,59#00:16:45#0 ,学習
97472 ,morpheme,59#00:16:47#0 ,学習
97473 ,morpheme,59#00:16:49#0 ,学習
97474 ,morpheme,59#00:16:51#0 ,学習
97475 ,morpheme,59#00:16:53#0 ,学習
97476 ,morpheme,59#00:16:55#0 ,学習
97477 ,morpheme,59#00:16:57#0 ,学習
97478 ,morpheme,59#00:16:59#0 ,学習
97479 ,morpheme,59#00:17:01#0 ,学習
97480 ,morpheme,59#00:17:03#0 ,学習
97481 ,morpheme,59#00:17:05#0 ,学習
97482 ,morpheme,59#00:17:07#0 ,学習
97483 ,morpheme,59#00:17:09#0 ,学習
97484 ,morpheme,59#00:17:11#0 ,学習
97485 ,morpheme,59#00:17:13#0 ,学習
97486 ,morpheme,59#00:17:15#0 ,学習
97487 ,morpheme,59#00:17:17#0 ,学習
97488 ,morpheme,59#00:17:19#0 ,学習
97489 ,morpheme,59#00:17:21#0 ,学習
97490 ,morpheme,59#00:17:23#0 ,学習
97491 ,morpheme,59#00:17:25#0 ,学習
97492 ,morpheme,59#00:17:27#0 ,学習
97493 ,morpheme,59#00:17:29#0 ,学習
97494 ,morpheme,59#00:17:31#0 ,学習
97495 ,morpheme,59#00:17:33#0 ,学習
97496 ,morpheme,59#00:17:35#0 ,学習
97497 ,morpheme,59#00:17:37#0 ,学習
97498 ,morpheme,59#00:17:39#0 ,学習
97499 ,morpheme,59#00:17:41#0 ,学習
97500 ,morpheme,59#00:17:43#0 ,学習
97501 ,morpheme,59#00:17:45#0 ,学習
97502 ,morpheme,59#00:17:47#0 ,学習
97503 ,morpheme,59#00:17:49#0 ,学習
97504 ,morpheme,59#00:17:51#0 ,学習
97505 ,morpheme,59#00:17:53#0 ,学習
97506 ,morpheme,59#00:17:55#0 ,学習
97507 ,morpheme,59#00:17:57#0 ,学習
97508 ,morpheme,59#00:17:59#0 ,学習
97509 ,morpheme,59#00:18:01#0 ,学習
97510 ,morpheme,59#00:18:03#0 ,学習
97511 ,morpheme,59#00:18:05#0 ,学習
97512 ,morpheme,59#00:18:07#0 ,学習
97513 ,morpheme,59#00:18:09#0 ,学習
97514 ,morpheme,59#00:18:11#0 ,学習
97515 ,morpheme,59#00:18:13#0 ,学習
97516 ,morpheme,59#00:18:15#0 ,学習
97517 ,morpheme,59#00:18:17#0 ,学習
97518 ,morpheme,59#00:18:19#0 ,学習
97519 ,morpheme,59#00:18:21#0 ,学習
97520 ,morpheme,59#00:18:23#0 ,学習
97521 ,morpheme,59#00:18:25#0 ,学習
97522 ,morpheme,59#00:18:27#0 ,学習
97523 ,morpheme,59#00:18:29#0 ,学習
97524 ,morpheme,59#00:18:31#0 ,学習
97525 ,morpheme,59#00:18:33#0 ,学習
97526 ,morpheme,59#00:18:35#0 ,学習
97527 ,morpheme,59#00:18:37#0 ,学習
97528 ,morpheme,59#00:18:39#0 ,学習
97529 ,morpheme,59#00:18:41#0 ,学習
97530 ,morpheme,59#00:18:43#0 ,学習
97531 ,morpheme,59#00:18:45#0 ,学習
97532 ,morpheme,59#00:18:47#0 ,学習
97533 ,morpheme,59#00:18:49#0 ,学習
97534 ,morpheme,59#00:18:51#0 ,学習
97535 ,morpheme,59#00:18:53#0 ,学習
97536 ,morpheme,59#00:18:55#0 ,学習
97537 ,morpheme,59#00:18:57#0 ,学習
97538 ,morpheme,59#00:18:59#0 ,学習
97539 ,morpheme,59#00:19:01#0 ,学習
97540 ,morpheme,59#00:19:03#0 ,学習
97541 ,morpheme,59#00:19:05#0 ,学習
97542 ,morpheme,59#00:19:07#0 ,学習
97543 ,morpheme,59#00:19:09#0 ,学習
97544 ,morpheme,59#00:19:11#0 ,学習
97545 ,morpheme,59#00:19:13#0 ,学習
97546 ,morpheme,59#00:19:15#0 ,学習
97547 ,morpheme,59#00:19:17#0 ,学習
97548 ,morpheme,59#00:19:19#0 ,学習
97549 ,morpheme,59#00:19:21#0 ,学習
97550 ,morpheme,59#00:19:23#0 ,学習
97551 ,morpheme,59#00:19:25#0 ,学習
97552 ,morpheme,59#00:19:27#0 ,学習
97553 ,morpheme,59#00:19:29#0 ,学習
97554 ,morpheme,59#00:19:31#0 ,学習
97555 ,morpheme,59#00:19:33#0 ,学習
97556 ,morpheme,59#00:19:35#0 ,学習
97557 ,morpheme,59#00:19:37#0 ,学習
97558 ,morpheme,59#00:19:39#0 ,学習
97559 ,morpheme,59#00:19:41#0 ,学習
97560 ,morpheme,59#00:19:43#0 ,学習
97561 ,morpheme,59#00:19:45#0 ,学習
97562 ,morpheme,59#00:19:47#0 ,学習
97563 ,morpheme,59#00:19:49#0 ,学習
97564 ,morpheme,59#00:19:51#0 ,学習
97565 ,morpheme,59#00:19:53#0 ,学習
97566 ,morpheme,59#00:19:55#0 ,学習
97567 ,morpheme,59#00:19:57#0 ,学習
97568 ,morpheme,59#00:19:59#0 ,学習
97569 ,morpheme,59#00:20:01#0 ,学習
97570 ,morpheme,59#00:20:03#0 ,学習
97571 ,morpheme,59#00:20:05#0 ,学習
97572 ,morpheme,59#00:20:07#0 ,学習
97573 ,morpheme,59#00:20:09#0 ,学習
97574 ,morpheme,59#00:20:11#0 ,学習
97575 ,morpheme,59#00:20:13#0 ,学習
97576 ,morpheme,59#00:20:15#0 ,学習
97577 ,morpheme,59#00:20:17#0 ,学習
97578 ,morpheme,59#00:20:19#0 ,学習
97579 ,morpheme,59#00:20:21#0 ,学習
97580 ,morpheme,59#00:20:23#0 ,学習
97581 ,morpheme,59#00:20:25#0 ,学習
97582 ,morpheme,59#00:20:27#0 ,学習
97583 ,morpheme,59#00:20:29#0 ,学習
97584 ,morpheme,59#00:20:31#0 ,学習
97585 ,morpheme,59#00:20:33#0 ,学習
97586 ,morpheme,59#00:20:35#0 ,学習
97587 ,morpheme,59#00:20:37#0 ,学習
97588 ,morpheme,59#00:20:39#0 ,学習
97589 ,morpheme,59#00:20:41#0 ,学習
97590 ,morpheme,59#00:20:43#0 ,学習
97591 ,morpheme,59#00:20:45#0 ,学習
97592 ,morpheme,59#00:20:47#0 ,学習
97593 ,morpheme,59#00:20:49#0 ,学習
97594 ,morpheme,59#00:20:51#0 ,学習
97595 ,morpheme,59#00:20:53#0 ,学習
97596 ,morpheme,59#00:20:55#0 ,学習
97597 ,morpheme,59#00:20:57#0 ,学習
97598 ,morpheme,59#00:20:59#0 ,学習
97599 ,morpheme,59#00:21:01#0 ,学習
97600 ,morpheme,59#00:21:03#0 ,学習
97601 ,morpheme,59#00:21:05#0 ,学習
97602 ,morpheme,59#00:21:07#0 ,学習
97603 ,morpheme,59#00:21:09#0 ,学習
97604 ,morpheme,59#00:21:11#0 ,学習
97605 ,morpheme,59#00:21:13#0 ,学習
97606 ,morpheme,59#00:21:15#0 ,学習
97607 ,morpheme,59#00:21:17#0 ,学習
97608 ,morpheme,59#00:21:19#0 ,学習
97609 ,morpheme,59#00:21:21#0 ,学習
97610 ,morpheme,59#00:21:23#0 ,学習
97611 ,morpheme,59#00:21:25#0 ,学習
97612 ,morpheme,59#00:21:27#0 ,学習
97613 ,morpheme,59#00:21:29#0 ,学習
97614 ,morpheme,59#00:21:31#0 ,学習
97615 ,morpheme,59#00:21:33#0 ,学習
97616 ,morpheme,59#00:21:35#0 ,学習
97617 ,morpheme,59#00:21:37#0 ,学習
