Type,Id,Token,Speaker
Morpheme,244#00:01:38#0,何かご存知ですか,
Morpheme,244#00:01:40#0,え何だろう,
Morpheme,244#00:01:42#0,空手とか,
Morpheme,244#00:01:44#0,イスラエルの世界で最も賢い,
Morpheme,244#00:01:46#0,人種が考えた,
Morpheme,244#00:01:48#0,クラブマガという格闘技があるんですけど,
Morpheme,244#00:01:50#0,武器を持つ相手と戦うことを前提に設計されている,
Morpheme,244#00:01:52#0,のが優れているんですよ,
Morpheme,244#00:01:54#0,でそのクラブマガの,
Morpheme,244#00:01:56#0,基本姿勢,
Morpheme,244#00:01:58#0,構えってあるじゃないですか,
Morpheme,244#00:02:00#0,基本姿勢,
Morpheme,244#00:02:02#0,空手とかだったらこう,
Morpheme,244#00:02:04#0,分かんないですけど,
Morpheme,244#00:02:06#0,左手引いて右手前に出してみたいな,
Morpheme,244#00:02:08#0,あの基本姿勢,
Morpheme,244#00:02:10#0,クラブマガめっちゃよくて,
Morpheme,244#00:02:12#0,こう,
Morpheme,244#00:02:14#0,こうです音声聞いてる人に,
Morpheme,244#00:02:16#0,何も伝わらない,
Morpheme,244#00:02:18#0,ポッとき出す人全く分かんないんですけど,
Morpheme,244#00:02:20#0,顎を突き出して,
Morpheme,244#00:02:22#0,顎はあんま関係ないけど,
Morpheme,244#00:02:24#0,前傾して,
Morpheme,244#00:02:26#0,両手を前に出して,
Morpheme,244#00:02:28#0,肩幅ぐらいね,
Morpheme,244#00:02:30#0,親指を立てる,
Morpheme,244#00:02:32#0,親指立てなきゃいけないんだ,
Morpheme,244#00:02:34#0,あと手のひらを,
Morpheme,244#00:02:36#0,90度縦に,
Morpheme,244#00:02:38#0,かっこよくないですか,
Morpheme,244#00:02:40#0,結構隙まみれな感じしますよね,
Morpheme,244#00:02:42#0,僕これ見たときダサーと思って,
Morpheme,244#00:02:44#0,クラブマガめっちゃかっこいい振れ込みなのに,
Morpheme,244#00:02:46#0,武器を持った相手と戦える,
Morpheme,244#00:02:48#0,隙まみれですね,
Morpheme,244#00:02:50#0,世界最強の軍隊格闘術,
Morpheme,244#00:02:52#0,銃持ってる相手に,
Morpheme,244#00:02:54#0,これで戦うってことですね,
Morpheme,244#00:02:56#0,手を垂直に立てて,
Morpheme,244#00:02:58#0,手のひらを垂直に立ててる,
Morpheme,244#00:03:00#0,理由としては,
Morpheme,244#00:03:02#0,拳銃とかを相手が出してきたときに,
Morpheme,244#00:03:04#0,親指のここで,
Morpheme,244#00:03:06#0,こう制するらしい,
Morpheme,244#00:03:08#0,でも手のひらはもう無意味ですもんね,
Morpheme,244#00:03:10#0,まあ打たれるだけ,
Morpheme,244#00:03:12#0,変な格好してる奴が打たれるだけ,
Morpheme,244#00:03:14#0,なるほどいいですね,
Morpheme,244#00:03:16#0,っていうこのクラブマガの,
Morpheme,244#00:03:18#0,基本姿勢ダサいっていう,
Morpheme,244#00:03:20#0,文章としてぜひ覚えておいていただければ,
Morpheme,244#00:03:22#0,なるほど,
Morpheme,244#00:03:24#0,なんだろうな,
Morpheme,244#00:03:26#0,なるほどね,
Morpheme,244#00:03:28#0,基本姿勢がダサいか,
Morpheme,244#00:03:30#0,難しいな,
Morpheme,244#00:03:32#0,だからこれをしりとりにするんで,
Morpheme,244#00:03:34#0,姿勢とか格闘技とかですよね,
Morpheme,244#00:03:36#0,イスラエルとかですかね,
Morpheme,244#00:03:38#0,わーなんだろうな,
Morpheme,244#00:03:40#0,わー難しいな,
Morpheme,244#00:03:42#0,じゃあ,
Morpheme,244#00:03:44#0,結構近々の,
Morpheme,244#00:03:46#0,うんちくって言うか分かんないですけど,
Morpheme,244#00:03:48#0,普通にへーってなる話,
Morpheme,244#00:03:50#0,するとイスラエルって今ワクチン接種率が,
Morpheme,244#00:03:52#0,世界で一番高いんですよね,
Morpheme,244#00:03:54#0,それはその,
Morpheme,244#00:03:56#0,ネタニアフ師匠が,
Morpheme,244#00:03:58#0,ファイザーに,
Morpheme,244#00:04:00#0,データ全部売り渡しますって,
Morpheme,244#00:04:02#0,言ったから早く確保できたんですけど,
Morpheme,244#00:04:04#0,今それで,
Morpheme,244#00:04:06#0,ちょっとこの3月28日時点だと,
Morpheme,244#00:04:08#0,国民の,
Morpheme,244#00:04:10#0,56%くらいが1回目のワクチン打ってるんですね,
Morpheme,244#00:04:12#0,そうなると,
Morpheme,244#00:04:14#0,残ってる人たちは,
Morpheme,244#00:04:16#0,結構ほとんど半ワクチン派で,
Morpheme,244#00:04:18#0,だから,
Morpheme,244#00:04:20#0,ここからめちゃくちゃ,
Morpheme,244#00:04:22#0,鈍化しそうな感じだ,
Morpheme,244#00:04:24#0,みたいなことをイスラエルの人が言っていて,
Morpheme,244#00:04:26#0,なんかね,
Morpheme,244#00:04:28#0,ワクチン反対派も,
Morpheme,244#00:04:30#0,最近あったのは,
Morpheme,244#00:04:32#0,ワクチン反対派のお兄さんがいる,
Morpheme,244#00:04:34#0,妊婦さんが,
Morpheme,244#00:04:36#0,お兄さんに強硬にワクチンを,
Morpheme,244#00:04:38#0,打たない方がいいって言われたせいで,
Morpheme,244#00:04:40#0,亡くなったらしくて,
Morpheme,244#00:04:42#0,それで新聞記事に出て,
Morpheme,244#00:04:44#0,SNSで叩かれるっていう,
Morpheme,244#00:04:46#0,日本でもめちゃくちゃ起きそうなことが,
Morpheme,244#00:04:48#0, 確かに,
Morpheme,244#00:04:50#0,ったらしいです,
Morpheme,244#00:04:52#0, 妊婦さんは新型コロナウイルス,
Morpheme,244#00:04:54#0,型コロナウイルスに感染して,
Morpheme,244#00:04:56#0,亡くなったらしくて,
Morpheme,244#00:04:58#0, 兄貴重罪ですねだいぶね,
Morpheme,244#00:05:00#0,お兄さんはね,
Morpheme,244#00:05:02#0,両親の過剰というか,
Morpheme,244#00:05:04#0,耐えられるのかなとか,
Morpheme,244#00:05:06#0,ワクチンが抜けた時,
Morpheme,244#00:05:08#0,どういう気持ちになるのかなって感じ,
Morpheme,244#00:05:10#0,しますよねとかその一見で,
Morpheme,244#00:05:12#0,改心するのかなとか,
Morpheme,244#00:05:14#0,色々気になりますよねだから,
Morpheme,244#00:05:16#0,重症者はほとんど全員ワクチン打ってない,
Morpheme,244#00:05:18#0,やつらしいですねイスラエルは,
Morpheme,244#00:05:20#0, うーん,
Morpheme,244#00:05:22#0,イスラエルは進まないですね,
Morpheme,244#00:05:24#0,うそうそう,
Morpheme,244#00:05:26#0, なるほどね,
Morpheme,244#00:05:28#0,ワクチンで,
Morpheme,244#00:05:30#0,日本で,
Morpheme,244#00:05:32#0,多分ほぼ最初の,
Morpheme,244#00:05:34#0,大規模ワクチン接種,
Morpheme,244#00:05:36#0,って何の病気か分かります?,
Morpheme,244#00:05:38#0,ペイン風邪とか,
Morpheme,244#00:05:40#0, 天然痘ですね,
Morpheme,244#00:05:42#0,あそうか,
Morpheme,244#00:05:44#0, 天然痘の,
Morpheme,244#00:05:46#0,ワクチンの有用性,
Morpheme,244#00:05:48#0,ワクチンって言うほど当時は,
Morpheme,244#00:05:50#0,高症なもの作れないんですけど,
Morpheme,244#00:05:52#0,要するにその,
Morpheme,244#00:05:54#0,牛に天然痘を完成させて,
Morpheme,244#00:05:56#0,牛に大量にブツブツができるわけ,
Morpheme,244#00:05:58#0,ですよ,
Morpheme,244#00:06:00#0,この牛のブツブツ,
Morpheme,244#00:06:02#0,回収して,
Morpheme,244#00:06:04#0,それを人に接種すると,
Morpheme,244#00:06:06#0,ごいですよね,
Morpheme,244#00:06:08#0, 海に入れてるんですよね,
Morpheme,244#00:06:10#0, 牛の海に入れられるの抵抗エグいじゃないですか,
Morpheme,244#00:06:12#0,絶対やだよ,
Morpheme,244#00:06:14#0,だから当時江戸時代なんですけど,
Morpheme,244#00:06:16#0,江戸時代末期に,
Morpheme,244#00:06:18#0,この治療法がオランダの方とかが,
Morpheme,244#00:06:20#0,渡ってきて,
Morpheme,244#00:06:22#0,これやりたいぞと,
Morpheme,244#00:06:24#0,これやれば治りますよっていうのを,
Morpheme,244#00:06:26#0,言うんですけど乱学医たちは,
Morpheme,244#00:06:28#0,もう街の人たちは,
Morpheme,244#00:06:30#0,そんなことされたら牛になる,
Morpheme,244#00:06:34#0,写真撮られたら魂抜かれるみたいな,
Morpheme,244#00:06:36#0,持ちはね分かりますよ,
Morpheme,244#00:06:38#0, 牛の海入れられたら牛になる,
Morpheme,244#00:06:40#0,でめちゃくちゃこう,
Morpheme,244#00:06:42#0,抵抗されたわけですよ,
Morpheme,244#00:06:44#0,で乱学医,
Morpheme,244#00:06:46#0,乱学医たちの方が偉いですから,
Morpheme,244#00:06:48#0,だから,
Morpheme,244#00:06:50#0,すごい苦しみながら乱学医の,
Morpheme,244#00:06:52#0,皆さんはなんとか,
Morpheme,244#00:06:54#0,牛刀って言うんですけど,
Morpheme,244#00:06:56#0,牛の海から取れるやつ,
Morpheme,244#00:06:58#0,それを打ち込む場所,
Morpheme,244#00:07:00#0,首都城を設立したいぞ,
Morpheme,244#00:07:02#0,って言って幕府とかと一生懸命戦った,
Morpheme,244#00:07:04#0,っていう,
Morpheme,244#00:07:06#0,熱い戦いがあったんですけど戦いの歴史が,
Morpheme,244#00:07:08#0,手塚治虫がそれ書いてるんですよね,
Morpheme,244#00:07:10#0,漫画に,
Morpheme,244#00:07:12#0,日溜りの木っていう漫画なんですけど,
Morpheme,244#00:07:14#0,これ僕すごく好きで,
Morpheme,244#00:07:16#0,漫画自体としては手塚治虫の,
Morpheme,244#00:07:18#0,漫画の中ではそんなにめちゃくちゃ,
Morpheme,244#00:07:20#0,面白いってわけでもないんですけど,
Morpheme,244#00:07:22#0,ラストが熱くてですね,
Morpheme,244#00:07:24#0,主人公が,
Morpheme,244#00:07:26#0,手塚良妻,
Morpheme,244#00:07:28#0,手塚良安,
Morpheme,244#00:07:30#0,親子が一生懸命戦うんですよ,
Morpheme,244#00:07:32#0,途中でいろんなことあって,
Morpheme,244#00:07:34#0,親父死んだりしながら,
Morpheme,244#00:07:36#0,なんとか大量に作りましたと,
Morpheme,244#00:07:38#0,物語の一番最後が,
Morpheme,244#00:07:40#0,こうして天然島は世界から撲滅された,
Morpheme,244#00:07:42#0,唯一の,
Morpheme,244#00:07:44#0,感染症,
Morpheme,244#00:07:46#0,になったと,
Morpheme,244#00:07:48#0,そしてこのように尽力した,
Morpheme,244#00:07:50#0,首都城の設立に尽力した,
Morpheme,244#00:07:52#0,手塚良安は,
Morpheme,244#00:07:54#0,私の曹操夫に当たる,
Morpheme,244#00:07:56#0,て言って終わるんですよ,
Morpheme,244#00:07:58#0,かっけー おしゃれじゃないですかこれ,
Morpheme,244#00:08:00#0,伏せ続けてるんですね,
Morpheme,244#00:08:02#0,物語中は あえて言わない,
Morpheme,244#00:08:04#0,美学えぐい,
Morpheme,244#00:08:06#0,実は手塚治虫の曹操夫だったんだ,
Morpheme,244#00:08:08#0,うわー,
Morpheme,244#00:08:10#0,いいっすね,
Morpheme,244#00:08:12#0,手塚治虫の家系超えらいです,
Morpheme,244#00:08:14#0,そうですね確かに 医師の家系なんですね,
Morpheme,244#00:08:16#0,そうそうそう ブラックジャックと書いてるし,
Morpheme,244#00:08:18#0,手塚治虫も,
Morpheme,244#00:08:20#0,伊勢出身なんですよ あっそうなんだ,
Morpheme,244#00:08:22#0,芸大とかじゃないんですね,
Morpheme,244#00:08:24#0,じゃないんですよ,
Morpheme,244#00:08:26#0,その医療知識元に書いてるんですけど 医者の家系ですね,
Morpheme,244#00:08:28#0,へー,
Morpheme,244#00:08:30#0,じゃあそしたらですね,
Morpheme,244#00:08:32#0,本当シャープですけど ワクチンの語源って知ってます?,
Morpheme,244#00:08:34#0,分かんないよ,
Morpheme,244#00:08:36#0,それがだから牛なんですよ,
Morpheme,244#00:08:38#0,あそうなんすか,
Morpheme,244#00:08:40#0,メスの牛かオスの牛か忘れたけど,
Morpheme,244#00:08:42#0,がワクチンの元々の語源なんですよ,
Morpheme,244#00:08:44#0,へー,
Morpheme,244#00:08:46#0,多分今僕初めて天然島の話聞いたんですけど,
Morpheme,244#00:08:48#0,牛の海も忘れないですね,
Morpheme,244#00:08:50#0,ワクチンの牛,
Morpheme,244#00:08:52#0,どっちだったっけなちょっと調べていいですか,
Morpheme,244#00:08:54#0,ワクチンの語源は,
Morpheme,244#00:08:56#0,えーっとね,
Morpheme,244#00:08:58#0,どっちだったっけな,
Morpheme,244#00:09:00#0,どっちでもいいんですけどねメスだろうとオスだろうと,
Morpheme,244#00:09:02#0,ラテン語の,
Morpheme,244#00:09:04#0,あでもラテン語のね,
Morpheme,244#00:09:06#0,牛頭の牛の部分だけを取ってきてるんだ,
Morpheme,244#00:09:08#0,だから,
Morpheme,244#00:09:10#0,はいはいはい,
Morpheme,244#00:09:12#0,そうですねだから牛っすね僕らが打ってると,
Morpheme,244#00:09:14#0,あそうかワクチンはもう牛そのもの,
Morpheme,244#00:09:16#0,そう多分だから牛頭の,
Morpheme,244#00:09:18#0,牛頭の牛の部分が,
Morpheme,244#00:09:20#0,あ例のやつだ後ろ省略パターンのやつですね,
Morpheme,244#00:09:22#0,そうそうそう,
Morpheme,244#00:09:24#0,以前使った概念が,
Morpheme,244#00:09:26#0,出てきましたね,
Morpheme,244#00:09:28#0,復習できましたね,
Morpheme,244#00:09:30#0,トレインワゴンが,
Morpheme,244#00:09:32#0,トレインが繋がれたワゴンの,
Morpheme,244#00:09:34#0,繋がれたがなぜか電車になってしまった,
Morpheme,244#00:09:36#0,そうそうそう,
Morpheme,244#00:09:38#0,そうなんですよ,
Morpheme,244#00:09:40#0,っていうパターンみたいですね,
Morpheme,244#00:09:42#0,これからワクチンを見たら牛だと思えばいい,
Morpheme,244#00:09:44#0,今牛撃たれてんな,
Morpheme,244#00:09:46#0,牛になっちゃうなって思えながら,
Morpheme,244#00:09:48#0,はいはいはい,
Morpheme,244#00:09:50#0,というわけですごいシャープで,
Morpheme,244#00:09:52#0,うんちくしりとりパンクラチオン的には,
Morpheme,244#00:09:54#0,相手がすごく困る,
Morpheme,244#00:09:56#0,困るやつですねシャープな,
Morpheme,244#00:09:58#0,牛から持っていくしかない,
Morpheme,244#00:10:00#0,そう,
Morpheme,244#00:10:02#0,牛うんちく今一個思いついたな,
Morpheme,244#00:10:04#0,松坂牛,
Morpheme,244#00:10:06#0,はい,
Morpheme,244#00:10:08#0,と松坂牛,
Morpheme,244#00:10:10#0,はいテレビ見てると,
Morpheme,244#00:10:12#0,使い分けられてると思うんですけど,
Morpheme,244#00:10:14#0,どの牛で使い分けられてるか知ってます?,
Morpheme,244#00:10:16#0,あれかななんか,
Morpheme,244#00:10:18#0,松坂で生まれたか松坂で加工したかとか,
Morpheme,244#00:10:20#0,あえっとね,
Morpheme,244#00:10:22#0,肉になってるかなってないか,
Morpheme,244#00:10:24#0,えー,
Morpheme,244#00:10:26#0,だから生きてる間は松坂牛なんですよ,
Morpheme,244#00:10:28#0,あーはいはいはいなるほどね,
Morpheme,244#00:10:30#0,でその辺歩いてるときだからキャスターが,
Morpheme,244#00:10:32#0,松坂牛が今,
Morpheme,244#00:10:34#0,牧場にたくさんいます,
Morpheme,244#00:10:36#0,って言って,
Morpheme,244#00:10:38#0,じゃあ食べられるお店に行きましょう,
Morpheme,244#00:10:40#0,って言って出てきた時に,
Morpheme,244#00:10:42#0,美味しそうな松坂牛ですね,
Morpheme,244#00:10:44#0,へーみたいな使い分けですね,
Morpheme,244#00:10:46#0,なるほどね,
Morpheme,244#00:10:48#0,でもやっぱあのじゃあまたいいですか,
Morpheme,244#00:10:50#0,それで言うとやっぱ英語はその点すごく,
Morpheme,244#00:10:52#0,分かりやすく区別してるんですよね,
Morpheme,244#00:10:54#0,それが監視をつけるかつけないかっていう,
Morpheme,244#00:10:56#0,あそうなんだ,
Morpheme,244#00:10:58#0,つまりその定監視をつけると我々が,
Morpheme,244#00:11:00#0,把握できる実態のようなイメージになるんで,
Morpheme,244#00:11:02#0,例えばえーと,
Morpheme,244#00:11:04#0,ビーフビーフだと牛肉になっちゃうんで,
Morpheme,244#00:11:06#0,なんだろうまあ例えばじゃあドッグでもいいですけど,
Morpheme,244#00:11:08#0,ザドッグっていうと,
Morpheme,244#00:11:10#0,この犬イメージできる犬で,
Morpheme,244#00:11:12#0,アドッグって言ったらその不特定の,
Morpheme,244#00:11:14#0,一匹の犬なんですけど監視をつける,
Morpheme,244#00:11:16#0,犬ドッグっていうと抽象的な,
Morpheme,244#00:11:18#0,犬という概念とかあるいは,
Morpheme,244#00:11:20#0,そのえーと,
Morpheme,244#00:11:22#0,バラバラになって原型が分からなくなった,
Morpheme,244#00:11:24#0,犬の肉とかそういうような,
Morpheme,244#00:11:26#0,イメージを喚起するみたいなんですね,
Morpheme,244#00:11:28#0,じゃあアドッグの時は犬一匹が,
Morpheme,244#00:11:30#0,ちゃんと生きてただけだけど肉になっちゃうと,
Morpheme,244#00:11:32#0,もうドッグになってしまう,
Morpheme,244#00:11:34#0,そうですねあのドックスとかだったら,
Morpheme,244#00:11:36#0,その複数の犬になるし,
Morpheme,244#00:11:38#0,だからあんまり,
Morpheme,244#00:11:40#0,僕らが使う英語でドッグっていう,
Morpheme,244#00:11:42#0,監視を無しで,
Morpheme,244#00:11:44#0,加算名詞を,
Morpheme,244#00:11:46#0,ダンって出すことがあんまりないんですけど,
Morpheme,244#00:11:48#0,だからそのあんまりよく分かってない人が,
Morpheme,244#00:11:50#0,監視をつけずにドッグって書くと,
Morpheme,244#00:11:52#0,めちゃくちゃグロい文になる可能性があるっていう,
Morpheme,244#00:11:54#0,うーんあーそうだね,
Morpheme,244#00:11:56#0,I like dogとか言うとうわ犬肉だこいつ,
Morpheme,244#00:11:58#0,そうそうみたいな感じになっちゃう,
Morpheme,244#00:12:00#0,みたいなんですねだからその,
Morpheme,244#00:12:02#0,松坂牛と松坂牛の区別って,
Morpheme,244#00:12:04#0,あと英語はねその,
Morpheme,244#00:12:06#0,牛自体はそのオックスとかカウとか,
Morpheme,244#00:12:08#0,言いますけど牛肉になったらビーフ,
Morpheme,244#00:12:10#0,っていうように単語がねはっきり,
Morpheme,244#00:12:12#0,分かれていますから,
Morpheme,244#00:12:14#0,なんかそのあたり英語意外と厳密にやってんだな,
Morpheme,244#00:12:16#0,って松坂牛と松坂牛の,
Morpheme,244#00:12:18#0,話聞いて思いましたねそうですね,
Morpheme,244#00:12:20#0,そうかちゃんと,
Morpheme,244#00:12:22#0,肉用の単語もありますもんね,
Morpheme,244#00:12:24#0,英語の用のね,
Morpheme,244#00:12:26#0,だしねまずそもそも牛を,
Morpheme,244#00:12:28#0,オスとメスで違う名詞がある,
Morpheme,244#00:12:30#0,ってのも結構おもろい,
Morpheme,244#00:12:32#0,結構大事だったんだ当時,
Morpheme,244#00:12:34#0,日本語で,
Morpheme,244#00:12:36#0,オスとメスで,
Morpheme,244#00:12:38#0,名称が分かれてるって,
Morpheme,244#00:12:40#0,あんまりないんですよ,
Morpheme,244#00:12:42#0,そうだねでもあるんですけどね,
Morpheme,244#00:12:44#0,あるっちゃある,
Morpheme,244#00:12:46#0,日本語じゃないんだけど,
Morpheme,244#00:12:48#0,いいですかこの連続パンチ,
Morpheme,244#00:12:50#0,くらわしていいですか,
Morpheme,244#00:12:52#0,お互い一発ずつ打ち合ってたのに急に,
Morpheme,244#00:12:54#0,連打が始まりましたね,
Morpheme,244#00:12:56#0,言語の話になるとね,
Morpheme,244#00:12:58#0,虹ってあるじゃないですか漢字の,
Morpheme,244#00:13:00#0,あれねオスの虹なんですよ,
Morpheme,244#00:13:02#0,言ってる意味が全く分からない,
Morpheme,244#00:13:04#0,メスもオスもないでしょ虹には,
Morpheme,244#00:13:06#0,昔の中国人はオスとメスがいると,
Morpheme,244#00:13:08#0,考えていて確かメスの虹は,
Morpheme,244#00:13:10#0,ゲイっていう,
Morpheme,244#00:13:12#0,あのね雨冠に,
Morpheme,244#00:13:14#0,いやもう,
Morpheme,244#00:13:16#0,これ説明めっちゃむずいんだよなこのゲイの字,
Morpheme,244#00:13:18#0,あのこうウスあるじゃないですか,
Morpheme,244#00:13:20#0,ウスキネと,
Morpheme,244#00:13:22#0,ウスに人足,
Morpheme,244#00:13:24#0,兄とかの下の部分,
Morpheme,244#00:13:26#0,あれを足す,
Morpheme,244#00:13:28#0,ほうほうほう全然見たことない,
Morpheme,244#00:13:30#0,全く見たことないじゃん,
Morpheme,244#00:13:32#0,雨にウスに人足,
Morpheme,244#00:13:34#0,でゲイって読むんですけど確かこれが,
Morpheme,244#00:13:36#0,メスの虹,
Morpheme,244#00:13:38#0,だから虹は,
Morpheme,244#00:13:40#0,虫編なんですよ,
Morpheme,244#00:13:42#0,竜だと思ってたんですよ,
Morpheme,244#00:13:44#0,虹のことを中国人は,
Morpheme,244#00:13:46#0,虫編ってのは実は虫を指すんじゃなくて,
Morpheme,244#00:13:48#0,生物一般を指していて,
Morpheme,244#00:13:50#0,昔の中国語ではということで,
Morpheme,244#00:13:52#0,その中でもこう,
Morpheme,244#00:13:54#0,アーチになってる,
Morpheme,244#00:13:56#0,竜だなみたいなことで,
Morpheme,244#00:13:58#0,こうっていう字が付いたらしいですね,
Morpheme,244#00:14:00#0,ふーん,
Morpheme,244#00:14:02#0,虹って虫なんで虫なのって思うかもしんないけど,
Morpheme,244#00:14:04#0,それは昔竜だと思われてたから,
Morpheme,244#00:14:06#0,なんですってそれにさらにオスとメスがあって,
Morpheme,244#00:14:08#0,僕らが今使ってる,
Morpheme,244#00:14:10#0,虹っつーのオスの虹を指していた,
Morpheme,244#00:14:12#0,なんで今メスのほうは消滅したのですか,
Morpheme,244#00:14:14#0,なんでですかねまあ漢字むずいから,
Morpheme,244#00:14:16#0,書けないからね,
Morpheme,244#00:14:18#0,ゲイの字むずいからかな,
Morpheme,244#00:14:20#0,まあでもあのこうゲイっていう,
Morpheme,244#00:14:22#0,虹のことをこうゲイとか言って,
Morpheme,244#00:14:24#0,まあそのこうとゲイを並べたやつ,
Morpheme,244#00:14:26#0,うんとかは単語としてはありますけどね,
Morpheme,244#00:14:28#0,はーん,
Morpheme,244#00:14:30#0,一応あの使おうと思えば,
Morpheme,244#00:14:32#0,漢検とかには出てくる感じだと思います,
Morpheme,244#00:14:34#0,まったく聞いたことないですけど,
Morpheme,244#00:14:36#0,完全に初めて聞いた,
Morpheme,244#00:14:38#0,かっこいいですよねだからオスとメスの虹って,
Morpheme,244#00:14:40#0,言ってるわけだからなんかちょっとかっこいいですよね,
Morpheme,244#00:14:42#0,そうだね,
Morpheme,244#00:14:44#0,ごめんなさいちょっと,
Morpheme,244#00:14:46#0,2連発ぐらい話してましたけど,
Morpheme,244#00:14:48#0,どうしても言いたくなっちゃった,
Morpheme,244#00:14:52#0,虹か,
Morpheme,244#00:14:54#0,おもんないのしか思いつかないですね,
Morpheme,244#00:14:56#0,おもんないけどうんちくにはなってるんですか,
Morpheme,244#00:14:58#0,あの,
Morpheme,244#00:15:00#0,あれとかです,
Morpheme,244#00:15:02#0,えっと,
Morpheme,244#00:15:04#0,虹の色が,
Morpheme,244#00:15:06#0,見る人によって,
Morpheme,244#00:15:08#0,文化圏の人によって変わってみえる,
Morpheme,244#00:15:10#0,みたいなやつのことを,
Morpheme,244#00:15:12#0,サピアウォーフの仮説と言いますよね,
Morpheme,244#00:15:14#0,これはあれですか,
Morpheme,244#00:15:16#0,うんちくクリシェですか,
Morpheme,244#00:15:18#0,うんちくクリシェというのはね,
Morpheme,244#00:15:20#0,我々が勝手に提唱してる概念で,
Morpheme,244#00:15:22#0,うんちくの中でもね,
Morpheme,244#00:15:24#0,コテコテに手垢のついた,
Morpheme,244#00:15:26#0,おもんないやつをサモ,
Morpheme,244#00:15:28#0,知ってるよそれっていうやつ,
Morpheme,244#00:15:30#0,サモめちゃおもろいように話すやつですね,
Morpheme,244#00:15:32#0,嫌いですね,
Morpheme,244#00:15:34#0,これやるやつ,
Morpheme,244#00:15:36#0,そうですね,
Morpheme,244#00:15:38#0,僕だからねカバの汗はピンク色だよとか,
Morpheme,244#00:15:40#0,はいはいはい,
Morpheme,244#00:15:42#0,言えないんですもんちょっとうんちくとしては,
Morpheme,244#00:15:44#0,もう聞き飽きてるよそれ,
Morpheme,244#00:15:46#0,教科書で習ったことないぐらいの,
Morpheme,244#00:15:48#0,ねえよそれは,
Morpheme,244#00:15:50#0,我々ね中学生ぐらいの時,
Morpheme,244#00:15:52#0,結構うんちく本読み漁ってたじゃないですか,
Morpheme,244#00:15:54#0,そうね,
Morpheme,244#00:15:56#0,単行本になってるトリビーナの泉なんて当然全部読んだし,
Morpheme,244#00:15:58#0,あとはその川で夢文庫とかから出てる,
Morpheme,244#00:16:00#0,うんちく本みたいな大量に買い漁って,
Morpheme,244#00:16:02#0,とりあえず雑学大全みたいな本とか,
Morpheme,244#00:16:04#0,とりあえず読みましたよね,
Morpheme,244#00:16:06#0,読みましたね,
Morpheme,244#00:16:08#0,そうだね結構かぶりがあるんですよね,
Morpheme,244#00:16:10#0,有名うんちくがもうありますもんね,
