Id,Title,ThumbnailUrl,VideoUrl,PublicationDate,Channel,IsAnalyzed
190,【徹底討論】プログラミング言語は言語なの？【ゆるコンピュータ科学ラジオ4】#66,https://i.ytimg.com/vi/ru1ZVmytMoo/sddefault.jpg,https://www.youtube.com/watch?v=ru1ZVmytMoo,2021-10-22,ゆるコンピュータ科学ラジオ,True
191,コンピュータ科学をやるのに、コンピュータは不要【アルゴリズム1】#1,https://i.ytimg.com/vi/UZ2P2dDqZmY/sddefault.jpg,https://www.youtube.com/watch?v=UZ2P2dDqZmY,2021-12-31,ゆるコンピュータ科学ラジオ,True
192,あなたのマンガ並び替え方法はダサい。オーダーがダサい【アルゴリズム2】#2,https://i.ytimg.com/vi/Bd6stNhWfdg/sddefault.jpg,https://www.youtube.com/watch?v=Bd6stNhWfdg,2022-01-08,ゆるコンピュータ科学ラジオ,True
193,デカルトみを感じたいなら、コンピュータ科学をやれ！【アルゴリズム3】#3,https://i.ytimg.com/vi/5RZK9D_EU4U/sddefault.jpg,https://www.youtube.com/watch?v=5RZK9D_EU4U,2022-01-15,ゆるコンピュータ科学ラジオ,True
194,エンジニアあるある「友だちのサイトをとりあえず攻撃する」【雑談回1】#4,https://i.ytimg.com/vi/0ykzv_rKHiA/sddefault.jpg,https://www.youtube.com/watch?v=0ykzv_rKHiA,2022-01-22,ゆるコンピュータ科学ラジオ,True
195,ソフトウェア開発ジョーク「90対90の法則」とは？【サイト製作物語1】#5,https://i.ytimg.com/vi/AxoXLspmqi8/sddefault.jpg,https://www.youtube.com/watch?v=AxoXLspmqi8,2022-01-29,ゆるコンピュータ科学ラジオ,True
196,神は天地の後に納期を作った（エンジニア創世記1章3節）【サイト製作物語2】#6,https://i.ytimg.com/vi/bgex5WbNZQA/sddefault.jpg,https://www.youtube.com/watch?v=bgex5WbNZQA,2022-02-05,ゆるコンピュータ科学ラジオ,True
197,リリース当日のエンジニアはウォーターボーイズ【サイト製作物語3】#7,https://i.ytimg.com/vi/NZufqb1NCl8/sddefault.jpg,https://www.youtube.com/watch?v=NZufqb1NCl8,2022-02-12,ゆるコンピュータ科学ラジオ,True
198,【あなたはどの学科？】哲学エアプから抜け出してみたい【雑談回】#8,https://i.ytimg.com/vi/dhvwHD_dg-4/sddefault.jpg,https://www.youtube.com/watch?v=dhvwHD_dg-4,2022-02-19,ゆるコンピュータ科学ラジオ,True
199,"「晩ごはんはカレー」を極限まで短くすると、""沈黙""になる【情報理論1】#9",https://i.ytimg.com/vi/8QwpuPfrU2A/sddefault.jpg,https://www.youtube.com/watch?v=8QwpuPfrU2A,2022-02-26,ゆるコンピュータ科学ラジオ,True
200,人が天気予報を見る理由は「エントロピー」で説明できる【情報理論2】#10,https://i.ytimg.com/vi/KSC50jC_WlI/sddefault.jpg,https://www.youtube.com/watch?v=KSC50jC_WlI,2022-03-05,ゆるコンピュータ科学ラジオ,True
201,友だちと親しくなる=情報量の期待値が減る【情報理論3】#11,https://i.ytimg.com/vi/T8VziGkB70g/sddefault.jpg,https://www.youtube.com/watch?v=T8VziGkB70g,2022-03-12,ゆるコンピュータ科学ラジオ,True
202,「サクラサク」はシャノン先生ブチギレ符号化。脳はスマホに繋ぐべき【情報理論4】#12,https://i.ytimg.com/vi/YSnieUyGRS8/sddefault.jpg,https://www.youtube.com/watch?v=YSnieUyGRS8,2022-03-19,ゆるコンピュータ科学ラジオ,True
203,キクコとオーキドの鮮やかすぎる対比。あるいは、道を違えた2人の憧憬について【雑談回】#13,https://i.ytimg.com/vi/UOIJPhaswOc/sddefault.jpg,https://www.youtube.com/watch?v=UOIJPhaswOc,2022-03-26,ゆるコンピュータ科学ラジオ,True
204,【神の声を聞くソフト】おしゃれコンピュータ用語ミュージアム #14,https://i.ytimg.com/vi/GwONM6dveO0/sddefault.jpg,https://www.youtube.com/watch?v=GwONM6dveO0,2022-04-02,ゆるコンピュータ科学ラジオ,True
205,おじさんとおじいさん、母語話者でも聞き分けられない【雑談回】#15,https://i.ytimg.com/vi/DDteDNGI1BM/sddefault.jpg,https://www.youtube.com/watch?v=DDteDNGI1BM,2022-04-09,ゆるコンピュータ科学ラジオ,True
206,インターネットの仕組みは『水曜どうでしょう』と同じ【ネットワーク1】#16,https://i.ytimg.com/vi/p-J3iNHHEA8/sddefault.jpg,https://www.youtube.com/watch?v=p-J3iNHHEA8,2022-04-16,ゆるコンピュータ科学ラジオ,True
207,パケット（大泉洋）は座標を目指して移動する。店名だと迷う。【ネットワーク2】#17,https://i.ytimg.com/vi/jDtHJfHEBCE/sddefault.jpg,https://www.youtube.com/watch?v=jDtHJfHEBCE,2022-04-23,ゆるコンピュータ科学ラジオ,True
208,インターネットの仕組みから学ぶ「死ぬことさえもかすり傷」【ネットワーク3】#18,https://i.ytimg.com/vi/Pu3g0LBVMFo/sddefault.jpg,https://www.youtube.com/watch?v=Pu3g0LBVMFo,2022-04-30,ゆるコンピュータ科学ラジオ,True
209,ゆる言語学ラジオが漫画化したら、口を斬られるかもしれない【雑談回】#19,https://i.ytimg.com/vi/5CEvUcfAXQw/sddefault.jpg,https://www.youtube.com/watch?v=5CEvUcfAXQw,2022-05-07,ゆるコンピュータ科学ラジオ,True
210,コンピュータはなぜ動くのか、2時間で原理を理解する【半導体1】#20,https://i.ytimg.com/vi/ShgBk-SPFpo/sddefault.jpg,https://www.youtube.com/watch?v=ShgBk-SPFpo,2022-05-14,ゆるコンピュータ科学ラジオ,True
211,トランジスタを巨大プリンにたとえて説明する【半導体2】#21,https://i.ytimg.com/vi/RUveCmXs3LU/sddefault.jpg,https://www.youtube.com/watch?v=RUveCmXs3LU,2022-05-21,ゆるコンピュータ科学ラジオ,True
212,豆電球のつなぎ方が分かれば、コンピュータは作れる【半導体3】#22,https://i.ytimg.com/vi/VG1_Mm8d4aY/sddefault.jpg,https://www.youtube.com/watch?v=VG1_Mm8d4aY,2022-05-28,ゆるコンピュータ科学ラジオ,True
213,二進数の筆算、あなたはできる？機械にやらせるには？【半導体4】#23,https://i.ytimg.com/vi/cfn0xkIFceY/sddefault.jpg,https://www.youtube.com/watch?v=cfn0xkIFceY,2022-06-04,ゆるコンピュータ科学ラジオ,True
214,しめじから布団乾燥機ができる。ブラックボックスっていうヤツがブラックボックス【雑談回】#24,https://i.ytimg.com/vi/e227TnB3hNg/sddefault.jpg,https://www.youtube.com/watch?v=e227TnB3hNg,2022-06-11,ゆるコンピュータ科学ラジオ,True
215,謎の状況に爆笑しちゃう「食事する哲学者の問題」【失敗たとえの森】 #25,https://i.ytimg.com/vi/K9UrIxj4qMA/sddefault.jpg,https://www.youtube.com/watch?v=K9UrIxj4qMA,2022-06-18,ゆるコンピュータ科学ラジオ,True
216,進研ゼミのマンガに使える気の利いた感想「人生に、銀の弾丸はないよ」【プリンシプルオブライフ1】 #26,https://i.ytimg.com/vi/wQ4hwFo6EeM/sddefault.jpg,https://www.youtube.com/watch?v=wQ4hwFo6EeM,2022-06-25,ゆるコンピュータ科学ラジオ,True
217,感情がない人はAPIとして優れているし、情報隠ぺいは正義【プリンシプルオブライフ2】#27,https://i.ytimg.com/vi/AsO4SYDjZ54/sddefault.jpg,https://www.youtube.com/watch?v=AsO4SYDjZ54,2022-07-02,ゆるコンピュータ科学ラジオ,True
218,プログラマの三大美徳に痺れる。「傲慢」が特に最高【プリンシプルオブライフ3】#28,https://i.ytimg.com/vi/nPRGFa_kz04/sddefault.jpg,https://www.youtube.com/watch?v=nPRGFa_kz04,2022-07-09,ゆるコンピュータ科学ラジオ,True
219,現代人には理解できない謎概念「武器軟膏」とは？【撮り終わり雑談回】#29,https://i.ytimg.com/vi/TnXD0CbKmpw/sddefault.jpg,https://www.youtube.com/watch?v=TnXD0CbKmpw,2022-07-16,ゆるコンピュータ科学ラジオ,True
220,おもしろウィキペディア記事をひたすら紹介する回【サメの夏】#30,https://i.ytimg.com/vi/G3EXCaYUX8Q/sddefault.jpg,https://www.youtube.com/watch?v=G3EXCaYUX8Q,2022-07-23,ゆるコンピュータ科学ラジオ,True
221,うるさいヤツに使えるコンピュータ用語「KISSの原則」【おしゃれコンピュータ用語2】#31,https://i.ytimg.com/vi/9ugTBypc2aI/sddefault.jpg,https://www.youtube.com/watch?v=9ugTBypc2aI,2022-07-30,ゆるコンピュータ科学ラジオ,True
222,誤解まみれのチューリング。コンピュータの父ってホント？【チューリング1】#32,https://i.ytimg.com/vi/NCdI_HZd6xQ/sddefault.jpg,https://www.youtube.com/watch?v=NCdI_HZd6xQ,2022-08-06,ゆるコンピュータ科学ラジオ,True
223,チューリングはコンピュータの父ではない。コンピュータ科学の父だ【チューリング2】#33,https://i.ytimg.com/vi/cU4Ra3LStNE/sddefault.jpg,https://www.youtube.com/watch?v=cU4Ra3LStNE,2022-08-13,ゆるコンピュータ科学ラジオ,True
224,コンピュータの限界は「テープを読み書きする機械」で分かる。チューリングマシンはすごい【チューリング3】#34,https://i.ytimg.com/vi/_slVM-J7t-0/sddefault.jpg,https://www.youtube.com/watch?v=_slVM-J7t-0,2022-08-20,ゆるコンピュータ科学ラジオ,True
225,初恋の人を蘇らせたくて、チューリングは人工知能を作った（かもしれない）【チューリング4】 #35,https://i.ytimg.com/vi/uO6GxerwUBE/sddefault.jpg,https://www.youtube.com/watch?v=uO6GxerwUBE,2022-08-27,ゆるコンピュータ科学ラジオ,True
226,映画『イミテーションゲーム』の脚色ポイントを全部言う【チューリング雑談回】#36,https://i.ytimg.com/vi/n6pGLO-Y-DY/sddefault.jpg,https://www.youtube.com/watch?v=n6pGLO-Y-DY,2022-09-03,ゆるコンピュータ科学ラジオ,True
227,ミズノの知らないマークアップ言語の世界【ブラウザは凄腕パワポ職人】【マークアップ言語1】#37,https://i.ytimg.com/vi/yQU_GBvgGQU/sddefault.jpg,https://www.youtube.com/watch?v=yQU_GBvgGQU,2022-09-10,ゆるコンピュータ科学ラジオ,True
228,HTMLの真価は「論理と見た目の分離」。みちょぱに違法建築をさせてはいけない【マークアップ言語2】#38,https://i.ytimg.com/vi/vWx8pFWvhik/sddefault.jpg,https://www.youtube.com/watch?v=vWx8pFWvhik,2022-09-17,ゆるコンピュータ科学ラジオ,True
229,「頭が赤い魚を食べる猫」の多義性はマークアップ言語で解決【マークアップ言語3】#39,https://i.ytimg.com/vi/r1dxBMZJqN8/sddefault.jpg,https://www.youtube.com/watch?v=r1dxBMZJqN8,2022-09-24,ゆるコンピュータ科学ラジオ,True
230,TeXあるある「習ったのに結局Wordに戻る」「エラーで疲労困憊る」【マークアップ言語4】#40,https://i.ytimg.com/vi/oED9qE-dgmk/sddefault.jpg,https://www.youtube.com/watch?v=oED9qE-dgmk,2022-10-01,ゆるコンピュータ科学ラジオ,True
231,見た目を書く言語が進化して、見た目を書かない言語になった【マークアップ言語5】#41,https://i.ytimg.com/vi/woqyAl_h3Fo/sddefault.jpg,https://www.youtube.com/watch?v=woqyAl_h3Fo,2022-10-08,ゆるコンピュータ科学ラジオ,True
232,Googleの根幹になった論文を読む。検索エンジンの解剖。【Google1】#42,https://i.ytimg.com/vi/tig2SuYcTS4/sddefault.jpg,https://www.youtube.com/watch?v=tig2SuYcTS4,2022-10-15,ゆるコンピュータ科学ラジオ,True
233,Google検索を支える巧妙なアイデア「ランダムサーファー」【Google2】#43,https://i.ytimg.com/vi/3zc2-aWmLL0/sddefault.jpg,https://www.youtube.com/watch?v=3zc2-aWmLL0,2022-10-22,ゆるコンピュータ科学ラジオ,True
234,人はなぜ見積りを失敗するのか。失敗の本質は○○【見積り1】#44,https://i.ytimg.com/vi/agWiOY-aocs/sddefault.jpg,https://www.youtube.com/watch?v=agWiOY-aocs,2022-10-29,ゆるコンピュータ科学ラジオ,True
235,見積りは1点で出すな。確率で出せ。【見積り2】#45,https://i.ytimg.com/vi/NbFbM_nfaQU/sddefault.jpg,https://www.youtube.com/watch?v=NbFbM_nfaQU,2022-11-05,ゆるコンピュータ科学ラジオ,True
236,正しく見積もる方法「何でもいいから数える」「神の声を聞く」。【見積り3】#46,https://i.ytimg.com/vi/kLWpN_Kx2Y0/sddefault.jpg,https://www.youtube.com/watch?v=kLWpN_Kx2Y0,2022-11-12,ゆるコンピュータ科学ラジオ,True
237,リスナーのあるあるが高度すぎて共感できない【おたより読む回】#47,https://i.ytimg.com/vi/yNK58rgDS9E/sddefault.jpg,https://www.youtube.com/watch?v=yNK58rgDS9E,2022-11-19,ゆるコンピュータ科学ラジオ,True
238,データ構造はトレードオフの芸術。最強のデータ記録法とは？【データ構造1】#48,https://i.ytimg.com/vi/Yu6tLYQw9h8/sddefault.jpg,https://www.youtube.com/watch?v=Yu6tLYQw9h8,2022-11-26,ゆるコンピュータ科学ラジオ,True
239,巧妙なアイデア「ふたまたニョキニョキ」がすべてを解決する【データ構造2】#49,https://i.ytimg.com/vi/3CQCBQRq0FA/sddefault.jpg,https://www.youtube.com/watch?v=3CQCBQRq0FA,2022-12-03,ゆるコンピュータ科学ラジオ,True
240,ネット回線の歴史は半沢直樹。接続を巡る大人の戦い【ピアリング戦記1】#50,https://i.ytimg.com/vi/uFdqLBkuR_c/sddefault.jpg,https://www.youtube.com/watch?v=uFdqLBkuR_c,2022-12-10,ゆるコンピュータ科学ラジオ,True
241,【隣のビルから電気引いてた】昭和のネット技術者の泣ける努力3選【ピアリング戦記2】#51,https://i.ytimg.com/vi/50kmumK8JE0/sddefault.jpg,https://www.youtube.com/watch?v=50kmumK8JE0,2022-12-17,ゆるコンピュータ科学ラジオ,True
242,いっぱいある「○○年問題」の楽しさを紹介しまくる【2038年問題は2004年にも起きた】【年問題1】#52,https://i.ytimg.com/vi/XbYUIOBgcqk/sddefault.jpg,https://www.youtube.com/watch?v=XbYUIOBgcqk,2022-12-24,ゆるコンピュータ科学ラジオ,True
243,2000年問題で混乱した社会が面白すぎるwww【年問題2】#53,https://i.ytimg.com/vi/5VmEdCVT6d0/sddefault.jpg,https://www.youtube.com/watch?v=5VmEdCVT6d0,2022-12-31,ゆるコンピュータ科学ラジオ,True
244,虹にはオス・メスがあるし、昔はマラリアを注射してた【うんちくしりとりパンクラチオン】#33,https://i.ytimg.com/vi/bDVpBNIXXh4/sddefault.jpg,https://www.youtube.com/watch?v=bDVpBNIXXh4,2021-06-29,ゆる言語学ラジオ,True
245,言語学とコンピュータ科学の共通点は、赤ちゃん。【赤ちゃんの言語以外】#147,https://i.ytimg.com/vi/gPeqJGMSB2A/sddefault.jpg,https://www.youtube.com/watch?v=gPeqJGMSB2A,2022-08-02,ゆる言語学ラジオ,True
246,慶應SFCでゲスト講義してきた【出張ゆる言語学ラジオ】#148,https://i.ytimg.com/vi/nh6Ru3TQMzo/sddefault.jpg,https://www.youtube.com/watch?v=nh6Ru3TQMzo,2022-08-05,ゆる言語学ラジオ,True
247,「学び」研究の第一人者の言葉が重すぎる【今井先生雑談回】#149,https://i.ytimg.com/vi/6AO_a9H5gTY/sddefault.jpg,https://www.youtube.com/watch?v=6AO_a9H5gTY,2022-08-09,ゆる言語学ラジオ,True
248,子どもの言い間違い「つめたまる」が素晴らしすぎる【赤ちゃんミステイクアワード2 with今井先生】#150,https://i.ytimg.com/vi/ivG_fbmuV5M/sddefault.jpg,https://www.youtube.com/watch?v=ivG_fbmuV5M,2022-08-12,ゆる言語学ラジオ,True
249,【ゲーム実況③】単語の解読が困難すぎて苦悩するゲーム【7days to end with you】#163,https://i.ytimg.com/vi/RTO89LjFUKw/sddefault.jpg,https://www.youtube.com/watch?v=RTO89LjFUKw,2022-09-27,ゆる言語学ラジオ,True
250,飲み会よりも読書を優先するコンビによる2022年ベスト本紹介 #174,https://i.ytimg.com/vi/yZTjFVnmTaw/sddefault.jpg,https://www.youtube.com/watch?v=yZTjFVnmTaw,2022-11-04,ゆる言語学ラジオ,True
251,サポーターと奴隷合宿をしたら竹刀が持ち込まれた話【奴隷合宿】#175,https://i.ytimg.com/vi/a1Z0zP-r-yQ/sddefault.jpg,https://www.youtube.com/watch?v=a1Z0zP-r-yQ,2022-11-08,ゆる言語学ラジオ,True
252,気になる言葉について90分ふざけながら講演しました【出張ゆる言語学ラジオ】#176,https://i.ytimg.com/vi/UJLMyeqm1Ys/sddefault.jpg,https://www.youtube.com/watch?v=UJLMyeqm1Ys,2022-11-11,ゆる言語学ラジオ,True
253,韓国語は日本語のパラレルワールド？【記述言語学者から見た言語1】#177,https://i.ytimg.com/vi/IR0iK5D1xlE/sddefault.jpg,https://www.youtube.com/watch?v=IR0iK5D1xlE,2022-11-15,ゆる言語学ラジオ,True
254,記述言語学者が語る、世界で日本語にしかない特徴は？【記述言語学者から見た言語2】#178,https://i.ytimg.com/vi/_Mis8HokuhQ/sddefault.jpg,https://www.youtube.com/watch?v=_Mis8HokuhQ,2022-11-18,ゆる言語学ラジオ,True
255,【飢餓・マラリア・ロケット弾】凄腕作家の危険すぎる語学体験【高野秀行さんゲスト雑談】#179,https://i.ytimg.com/vi/QYJgtpVVu-I/sddefault.jpg,https://www.youtube.com/watch?v=QYJgtpVVu-I,2022-11-22,ゆる言語学ラジオ,True
256,【ウビフ語】言語学者の間で有名な言語10選【ホピ語】#180,https://i.ytimg.com/vi/tvqAcsay9qA/sddefault.jpg,https://www.youtube.com/watch?v=tvqAcsay9qA,2022-11-25,ゆる言語学ラジオ,True
257,言語学者がオシャレな論文名を全力で紹介【薄幸のベネファクティブ】#181,https://i.ytimg.com/vi/9NZPwACPpbQ/sddefault.jpg,https://www.youtube.com/watch?v=9NZPwACPpbQ,2022-11-29,ゆる言語学ラジオ,True
258,【言語沼】ゆる言語学ラジオの本が出ました！【執筆裏話】#182,https://i.ytimg.com/vi/qY2RrfwTqXg/sddefault.jpg,https://www.youtube.com/watch?v=qY2RrfwTqXg,2022-12-02,ゆる言語学ラジオ,True
259,90分ひたすら辞書を読んで盛り上がる回 #183,https://i.ytimg.com/vi/Ohoo0cjmAUI/sddefault.jpg,https://www.youtube.com/watch?v=Ohoo0cjmAUI,2022-12-06,ゆる言語学ラジオ,True
260,語源オタクが最も感動したエモい語源「opportunity」【ターゲット1900⑥】#184,https://i.ytimg.com/vi/malHm23v-Y4/sddefault.jpg,https://www.youtube.com/watch?v=malHm23v-Y4,2022-12-09,ゆる言語学ラジオ,True
261,【ゲーム実況④】記述言語学者と未知の言語解読ゲーム【7days to end with you】#185,https://i.ytimg.com/vi/pUiOJFc19pg/sddefault.jpg,https://www.youtube.com/watch?v=pUiOJFc19pg,2022-12-13,ゆる言語学ラジオ,True
262,DeepL翻訳が出した存在しない四字熟語「別日同腹」が怖すぎる【おたよりを読む回】#186,https://i.ytimg.com/vi/xaDxvchr78s/sddefault.jpg,https://www.youtube.com/watch?v=xaDxvchr78s,2022-12-16,ゆる言語学ラジオ,True
263,手話に対する間違ったイメージを一新する【手話1】#187,https://i.ytimg.com/vi/L8JOs6BM94k/sddefault.jpg,https://www.youtube.com/watch?v=L8JOs6BM94k,2022-12-20,ゆる言語学ラジオ,True
264,宇宙人は手話で会話をしているかもしれない【手話2】#188,https://i.ytimg.com/vi/6mZWR7GV0is/sddefault.jpg,https://www.youtube.com/watch?v=6mZWR7GV0is,2022-12-23,ゆる言語学ラジオ,True
265,熊本の方言「しこった」は下ネタじゃない【ベスト方言グランプリ3】#189,https://i.ytimg.com/vi/1dY8Uy7YB9s/sddefault.jpg,https://www.youtube.com/watch?v=1dY8Uy7YB9s,2022-12-27,ゆる言語学ラジオ,True
266,年末だから、夢を語っても許されるよね？【雑談回】#190,https://i.ytimg.com/vi/GO-v6xLxonk/sddefault.jpg,https://www.youtube.com/watch?v=GO-v6xLxonk,2022-12-30,ゆる言語学ラジオ,True
