Type,Id,Token,Speaker
Morpheme,187#00:04:47#0,コンピューターをまず最初に作りに行くみたいな,
Morpheme,187#00:04:48#0,できるそうなんですよ,
Morpheme,187#00:04:49#0,へー,
Morpheme,187#00:04:51#0,はははは,
Morpheme,187#00:04:52#0,同じものは作れます,
Morpheme,187#00:04:54#0,へー,
Morpheme,187#00:04:55#0,理論は理解してるから,
Morpheme,187#00:04:56#0,はぁはぁはぁ,
Morpheme,187#00:04:57#0,まあというね僕のこの無駄な知見,
Morpheme,187#00:04:59#0,無駄じゃないよ,
Morpheme,187#00:05:00#0,無駄な知見があるわけですよ,
Morpheme,187#00:05:01#0,だって無人島行くことないからね,
Morpheme,187#00:05:03#0,まあ確かに,
Morpheme,187#00:05:04#0,コンピューター作ることないから,
Morpheme,187#00:05:05#0,これあんま意味ないなーと思ってたんですけど,
Morpheme,187#00:05:08#0,せっかくこれ大学4年間でね,
Morpheme,187#00:05:10#0,技能を習得したんで,
Morpheme,187#00:05:11#0,はい,
Morpheme,187#00:05:14#0,コンピュータールームに閉じこもりながら,
Morpheme,187#00:05:17#0,せっかく習得したんですよ,
Morpheme,187#00:05:19#0,何でか分からないですけど必ず地下にあるんですよね,
Morpheme,187#00:05:21#0,へーえ,
Morpheme,187#00:05:22#0,大学に地下あるんですか,
Morpheme,187#00:05:24#0,大学のコンピュータールームって,
Morpheme,187#00:05:26#0,なぜか大体地下にありがちっていう,
Morpheme,187#00:05:28#0,あるあるね,
Morpheme,187#00:05:29#0,あるあるね,
Morpheme,187#00:05:30#0,電波悪そうだのに,
Morpheme,187#00:05:31#0,ですね,
Morpheme,187#00:05:33#0,有線の太い大学用回線が,
Morpheme,187#00:05:35#0,あー,
Morpheme,187#00:05:36#0,繋がってるんで,
Morpheme,187#00:05:37#0,はいはい,
Morpheme,187#00:05:38#0,ガチ勢用のLinuxワークステーションは,
Morpheme,187#00:05:40#0,はぁはぁはぁ,
Morpheme,187#00:05:41#0,地下に大体あるんですよ,
Morpheme,187#00:05:43#0,へー,
Morpheme,187#00:05:45#0,あのすげーでかいのがあって,
Morpheme,187#00:05:47#0,すげークダドゥワーって出てるみたいな,
Morpheme,187#00:05:49#0,そのイメージは途方もなく間違ってるんですけど,
Morpheme,187#00:05:51#0,はははは,
Morpheme,187#00:05:52#0,出た,
Morpheme,187#00:05:54#0,オクソードのやつね,
Morpheme,187#00:05:56#0,途方もなく間違ってるんですけど,
Morpheme,187#00:05:57#0,まあなんとなく地下ですごい設備があるんだな,
Morpheme,187#00:06:00#0,って思っていただければよくて,
Morpheme,187#00:06:01#0,はい,
Morpheme,187#00:06:03#0,そうなんですようちのキャンパスもね,
Morpheme,187#00:06:04#0,日の当たる明るいコンピュータールームもあるんですよ,
Morpheme,187#00:06:07#0,はい,
Morpheme,187#00:06:08#0,俺はそっちに行ってましたね,
Morpheme,187#00:06:09#0,それはでもあのWindows使うやつでしょ,
Morpheme,187#00:06:12#0,そうそうそうそう,
Morpheme,187#00:06:13#0,非ガチ勢用の,
Morpheme,187#00:06:14#0,そうなの,
Morpheme,187#00:06:15#0,日が当たるコンピュータールームなんでそこは,
Morpheme,187#00:06:17#0,ははは,
Morpheme,187#00:06:19#0,あの黒い画面に白い文字しか出ないOSを使うんで,
Morpheme,187#00:06:22#0,ははは,
Morpheme,187#00:06:23#0,へへへ,
Morpheme,187#00:06:25#0,それの人たちのための地下の薄暗い部屋,
Morpheme,187#00:06:27#0,へー,
Morpheme,187#00:06:28#0,与えられてました,
Morpheme,187#00:06:32#0,そうですよ,
Morpheme,187#00:06:33#0,だって素人が弁言入れても黒い画面しか出てこないから,
Morpheme,187#00:06:35#0,はっ,
Morpheme,187#00:06:36#0,動揺するしかない,
Morpheme,187#00:06:37#0,ははは,
Morpheme,187#00:06:40#0,そうそうそう,
Morpheme,187#00:06:42#0,その知見を今日は皆さんにお伝えしていこうと思います,
Morpheme,187#00:06:45#0,はいよろしくお願いします,
Morpheme,187#00:06:46#0,よろしくお願いします,
Morpheme,187#00:06:49#0,まず,
Morpheme,187#00:06:50#0,はい,
Morpheme,187#00:06:52#0,はい,
Morpheme,187#00:06:54#0,え、38,
Morpheme,187#00:06:56#0,おー素晴らしい,
Morpheme,187#00:06:57#0,え,
Morpheme,187#00:06:58#0,よくできますね,
Morpheme,187#00:06:59#0,これ小学生でしょ,
Morpheme,187#00:07:00#0,いやーこれ水野さんね,
Morpheme,187#00:07:01#0,今日からコンピューター名乗れます,
Morpheme,187#00:07:03#0,はははは,
Morpheme,187#00:07:04#0,名乗れねー,
Morpheme,187#00:07:05#0,名乗れるか,
Morpheme,187#00:07:06#0,いやだってね,
Morpheme,187#00:07:07#0,あのー五弦オタクですよなあなた,
Morpheme,187#00:07:09#0,はい,
Morpheme,187#00:07:10#0,コンピューターってどういう五弦五弦っていうか単語のつもりですか,
Morpheme,187#00:07:13#0,はいはいコンピューターをプラスerですよね,
Morpheme,187#00:07:15#0,そうですね,
Morpheme,187#00:07:18#0,素晴らしいその通りです,
Morpheme,187#00:07:19#0,はい,
Morpheme,187#00:07:20#0,だから計算するものなんですよ,
Morpheme,187#00:07:22#0,うん,
Morpheme,187#00:07:23#0,うん,
Morpheme,187#00:07:24#0,めっちゃ余談なんですけど,
Morpheme,187#00:07:25#0,昔NASAの前身の,
Morpheme,187#00:07:27#0,はい,
Morpheme,187#00:07:28#0,団体とかにはコンピューターっていう仕事の人いたらしい,
Morpheme,187#00:07:30#0,あ計算者,
Morpheme,187#00:07:32#0,そう計算者,
Morpheme,187#00:07:33#0,へー,
Morpheme,187#00:07:35#0,はぁはぁはぁ,
Morpheme,187#00:07:36#0,めちゃくちゃ天体の運行とか複雑な計算なんで,
Morpheme,187#00:07:38#0,ははは,
Morpheme,187#00:07:39#0,それをひたすらガリガリやるだけの職種の人,
Morpheme,187#00:07:41#0,かっこいい,
Morpheme,187#00:07:43#0,なんでコンピューターって計算する人なんですよ,
Morpheme,187#00:07:45#0,そう俺ずっとそれ思ってたんですよ,
Morpheme,187#00:07:46#0,うん,
Morpheme,187#00:07:47#0,その訳語悪すぎるだろ,
Morpheme,187#00:07:49#0,はははは,
Morpheme,187#00:07:51#0,そうですよ,
Morpheme,187#00:07:52#0,いやそうじゃないよ,
Morpheme,187#00:07:53#0,え?,
Morpheme,187#00:07:54#0,コンピューターと電卓は違うよ,
Morpheme,187#00:07:56#0,いやいや一緒ですよ,
Morpheme,187#00:07:57#0,いや一緒じゃねーって,
Morpheme,187#00:07:58#0,はははは,
Morpheme,187#00:07:59#0,まあということがね平行線に必ずなる,
Morpheme,187#00:08:01#0,これなぜなら水の差は魔法の箱だと思ってるから,
Morpheme,187#00:08:04#0,うん,
Morpheme,187#00:08:06#0,すごい差あると思うけどっていう感じですよね,
Morpheme,187#00:08:08#0,そうなんですよ,
Morpheme,187#00:08:09#0,計算機じゃないじゃんってみんな思ってるんだけど,
Morpheme,187#00:08:11#0,うん,
Morpheme,187#00:08:12#0,いや計算機なのよっていう,
Morpheme,187#00:08:13#0,あー,
Morpheme,187#00:08:14#0,今日魔法の箱から脱却して計算機だと思ってもらうための,
Morpheme,187#00:08:17#0,あー,
Morpheme,187#00:08:18#0,第一回ですこれは,
Morpheme,187#00:08:19#0,あ、ちょっとじゃあそれについて足しておいてもいいですか,
Morpheme,187#00:08:21#0,はいはい,
Morpheme,187#00:08:22#0,あのー,
Morpheme,187#00:08:23#0,うん,
Morpheme,187#00:08:24#0,っていうメディアアーティスト,
Morpheme,187#00:08:25#0,うん,
Morpheme,187#00:08:26#0,筑波大学の,
Morpheme,187#00:08:27#0,がえっと,
Morpheme,187#00:08:29#0,はいはいはい,
Morpheme,187#00:08:30#0,うん,
Morpheme,187#00:08:32#0,割とその言説をやってる,
Morpheme,187#00:08:34#0,うんうん,
Morpheme,187#00:08:35#0,うんですけど,
Morpheme,187#00:08:38#0,はいはいはい,
Morpheme,187#00:08:39#0,落合さん訳すし,
Morpheme,187#00:08:40#0,あんまりコンピューターって言わないんですよね落合さん著書の中とかで,
Morpheme,187#00:08:42#0,あーそうだ計算機って言ってるイメージある,
Morpheme,187#00:08:44#0,特にプラネッツから出てる魔法の正規とか,
Morpheme,187#00:08:46#0,うんうん,
Morpheme,187#00:08:47#0,えーとデジタルネイチャーみたいな多少ちょっと多分えーと,
Morpheme,187#00:08:50#0,ハイブローな人向けの,
Morpheme,187#00:08:51#0,うんうん,
Morpheme,187#00:08:52#0,えーとちょっと難しい本とかだと必ず計算機って言ってて,
Morpheme,187#00:08:54#0,言ってる,
Morpheme,187#00:08:55#0,これ訳語分かんない人絶対困るだろうなって,
Morpheme,187#00:08:57#0,いつも落合さん読んでて,
Morpheme,187#00:08:58#0,はははは,
Morpheme,187#00:08:59#0,確かにね計算機って言われるとみんな伝達のイメージ,
Morpheme,187#00:09:01#0,そうそうそうそうだから,
Morpheme,187#00:09:02#0,本のタイトルに計算機自然とか書いてあったりすると,
Morpheme,187#00:09:05#0,ちょっと書いてあったか覚えてないけど,
Morpheme,187#00:09:06#0,うん,
Morpheme,187#00:09:07#0,あの僕みたいな僕でさらにコンピューターの語源知らない人からすると,
Morpheme,187#00:09:10#0,うん,
Morpheme,187#00:09:11#0,計算機の話なんで出てくるのって,
Morpheme,187#00:09:13#0,はははは,
Morpheme,187#00:09:14#0,絶対なったと思うんすよ,
Morpheme,187#00:09:15#0,あじゃあもう今日まさに落合よいちさんの本でパニックになった人のための,
Morpheme,187#00:09:19#0,そうそうそうそう,
Morpheme,187#00:09:20#0,救済の回になる,
Morpheme,187#00:09:21#0,ただ落合さんはコンピューターによって魔法の正規になるってこと言ってるから,
Morpheme,187#00:09:24#0,うん,
Morpheme,187#00:09:25#0,コンピューターによって魔法がっていう,
Morpheme,187#00:09:27#0,うん,
Morpheme,187#00:09:28#0,多分論理関係になってたはずですけど,
Morpheme,187#00:09:29#0,あそうですねあでもねだから,
Morpheme,187#00:09:30#0,それ両立するんですかね,
Morpheme,187#00:09:32#0,両立します,
Morpheme,187#00:09:33#0,おー,
Morpheme,187#00:09:37#0,なんで魔法に見えるのかみたいな,
Morpheme,187#00:09:39#0,おー,
Morpheme,187#00:09:40#0,これ魔法じゃんっていう話をします,
Morpheme,187#00:09:41#0,おー楽しみ,
Morpheme,187#00:09:44#0,まあみずのさん13たす25計算できたんで,
Morpheme,187#00:09:46#0,うん,
Morpheme,187#00:09:47#0,これコンピューターだと思うんですよ僕は,
Morpheme,187#00:09:49#0,まあじゃあいいよコンピューターで俺,
Morpheme,187#00:09:51#0,もう明日から飲み会とかでコンピューターでーすって言ってもらう,
Morpheme,187#00:09:54#0,ははは,
Morpheme,187#00:09:55#0,どうしたのこれ,
Morpheme,187#00:09:56#0,言っていただいても大丈夫計算できるんで計算する人なんで,
Morpheme,187#00:09:59#0,そうですね,
Morpheme,187#00:10:00#0,でも本当にその魔法に見えてると思うんですけど,
Morpheme,187#00:10:03#0,うん,
Morpheme,187#00:10:04#0,コンピューターのやってることって,
Morpheme,187#00:10:05#0,うん,
Morpheme,187#00:10:07#0,13たす25を計算するとか,
Morpheme,187#00:10:09#0,うん,
Morpheme,187#00:10:10#0,もしくはこっちに書いてあるものをこっちに書き写すとか,
Morpheme,187#00:10:12#0,うん,
Morpheme,187#00:10:13#0,あとあっちから来たものをこっちに書き写すとか,
Morpheme,187#00:10:16#0,はい,
Morpheme,187#00:10:17#0,そのレベルのことしかやってないんですよコンピューターは,
Morpheme,187#00:10:19#0,いやそれは嘘でしょ,
Morpheme,187#00:10:20#0,はははは,
Morpheme,187#00:10:21#0,まじまじ,
Morpheme,187#00:10:22#0,へー,
Morpheme,187#00:10:23#0,まじなのよ,
Morpheme,187#00:10:24#0,でも,
Morpheme,187#00:10:25#0,うん,
Morpheme,187#00:10:26#0,みずのさんにじゃあここで一つの問題が生じるんですよ,
Morpheme,187#00:10:29#0,はい,
Morpheme,187#00:10:32#0,はい,
Morpheme,187#00:10:33#0,みずのさんも,
Morpheme,187#00:10:34#0,書き写すとかね計算するとかね,
Morpheme,187#00:10:36#0,だったらこれもできて叱るべきなんですけど,
Morpheme,187#00:10:38#0,うん,
Morpheme,187#00:10:39#0,OKみずのゆる言語翼ラジオを流して,
Morpheme,187#00:10:42#0,はいということで始まりました,
Morpheme,187#00:10:44#0,はははは,
Morpheme,187#00:10:45#0,はははは,
Morpheme,187#00:10:46#0,YouTubeとかPodcast再生できるべきなんですよ,
Morpheme,187#00:10:49#0,は…は…は?,
Morpheme,187#00:10:51#0,いやそうじゃないですかだって魔法の主張は,
Morpheme,187#00:10:53#0,コンピューターのやってることって一個一個13たす25とか,
Morpheme,187#00:10:56#0,うん,
Morpheme,187#00:10:57#0,書き写すとかしかやってないと,
Morpheme,187#00:10:58#0,それみずのさんできるわけじゃないですか,
Morpheme,187#00:11:00#0,はい,
Morpheme,187#00:11:01#0,だったらPodcast再生できてもおかしくないですよ,
Morpheme,187#00:11:03#0,論理の飛躍すんなやめて,
Morpheme,187#00:11:05#0,いやいやだってそうでしょ,
Morpheme,187#00:11:06#0,そういうことで同じ動作できるから,
Morpheme,187#00:11:08#0,でもメモリー入ってないから,
Morpheme,187#00:11:10#0,うん,
Morpheme,187#00:11:11#0,出せないですよそんな,
Morpheme,187#00:11:12#0,ハードウェア的な部分はあると思います,
Morpheme,187#00:11:14#0,はい,
Morpheme,187#00:11:16#0,Wi-Fiを受信する部分がついてないから,
Morpheme,187#00:11:18#0,はい,
Morpheme,187#00:11:19#0,できないっていうのはあるんですけど,
Morpheme,187#00:11:20#0,それは全然ただの信号なんで,
Morpheme,187#00:11:22#0,うん,
Morpheme,187#00:11:25#0,Wi-Fiの波が,
Morpheme,187#00:11:26#0,はい,
Morpheme,187#00:11:28#0,はいはいはい,
Morpheme,187#00:11:29#0,え?コマーク?,
Morpheme,187#00:11:30#0,コマークとかいや別に何でもいいですよ,
Morpheme,187#00:11:32#0,ノウハウでもいいし,
Morpheme,187#00:11:33#0,はいはいはい,
Morpheme,187#00:11:35#0,要するにその情報を,
Morpheme,187#00:11:36#0,例えばだから僕の脳みそにUSB挿して,
Morpheme,187#00:11:39#0,そこにゆる言語学ラジオの,
Morpheme,187#00:11:41#0,そのなんか例えば素材を入れてたら,
Morpheme,187#00:11:43#0,そうそうそうそう,
Morpheme,187#00:11:44#0,そうそうそうそう,
Morpheme,187#00:11:45#0,再生はできておかしくないでしょっていう話ですよね,
Morpheme,187#00:11:48#0,まあまあまあ意味はわかりますねその,
Morpheme,187#00:11:50#0,うん,
Morpheme,187#00:11:53#0,でもじゃあそれでできます?,
Morpheme,187#00:11:55#0,Wi-Fi受信機能をみずのの脳に付けたとして,
Morpheme,187#00:11:57#0,はい,
Morpheme,187#00:11:58#0,USB挿す機能を付けたとして,
Morpheme,187#00:11:59#0,再生できると思います,
Morpheme,187#00:12:01#0,いや過程がちょっとピンとこなさすぎてんだけど,
Morpheme,187#00:12:03#0,すごいな,
Morpheme,187#00:12:04#0,確かにひどいな我々の過程,
Morpheme,187#00:12:07#0,怖すぎるよそんなの,
Morpheme,187#00:12:09#0,でも最近結構研究領域でもありますからね,
Morpheme,187#00:12:11#0,ノウハウ直接脳に電流流して,
Morpheme,187#00:12:13#0,人間を動かすみたいな,
Morpheme,187#00:12:15#0,ああ,
Morpheme,187#00:12:17#0,今のもう少しもう少し馴染みのある,
Morpheme,187#00:12:20#0,うん,
Morpheme,187#00:12:21#0,演習率を言ってって言われた時に,
Morpheme,187#00:12:23#0,うん,
Morpheme,187#00:12:24#0,出せる,
Morpheme,187#00:12:25#0,その指示に対して演習率100桁言えるかっていう感じでしょ,
Morpheme,187#00:12:27#0,そうそうそうそう,
Morpheme,187#00:12:28#0,それは言えるんじゃないですか,
Morpheme,187#00:12:29#0,それはできるじゃないですか,
Morpheme,187#00:12:30#0,できますよそれは,
Morpheme,187#00:12:31#0,でもじゃあポッドキャストの再生ってできそうですか,
Morpheme,187#00:12:33#0,まあだから外付けメモリーがないと思う,
Morpheme,187#00:12:35#0,みたいな感じですかね,
Morpheme,187#00:12:36#0,これはね断言できるんですけど,
Morpheme,187#00:12:38#0,外付けメモリーがあっても無理です,
Morpheme,187#00:12:41#0,ああ,
Morpheme,187#00:12:42#0,え?そうなの?,
Morpheme,187#00:12:43#0,そうなんですよ,
Morpheme,187#00:12:44#0,だからそれって話おかしいよねってことですね,
Morpheme,187#00:12:46#0,はあはあはあ,
Morpheme,187#00:12:47#0,一つ一つのさっき言った動作はできる,
Morpheme,187#00:12:50#0,うん,
Morpheme,187#00:12:51#0,うん,
Morpheme,187#00:12:52#0,でハードウェア的にじゃあそれを,
Morpheme,187#00:12:53#0,ポッドキャストを受信する機能が,
Morpheme,187#00:12:55#0,みずのについてだとしても,
Morpheme,187#00:12:56#0,はい,
Morpheme,187#00:12:57#0,すれば言えてもおかしくないじゃないですか,
Morpheme,187#00:12:59#0,はいはいはい,
Morpheme,187#00:13:00#0,再生できてもおかしくない,
Morpheme,187#00:13:01#0,ここで言う言うってのは,
Morpheme,187#00:13:02#0,ポッドキャストのその音源通りの声を,
Morpheme,187#00:13:04#0,全く同じように発するってこと,
Morpheme,187#00:13:05#0,そうそうそうそう,
Morpheme,187#00:13:06#0,ああそれは無理だね,
Morpheme,187#00:13:07#0,ああまあまあまあまあまあいいや,
Morpheme,187#00:13:09#0,ソランジルじゃなかったってことですよね,
Morpheme,187#00:13:11#0,そう,
Morpheme,187#00:13:12#0,ああでもねソランジルでもいいやもうね,
Morpheme,187#00:13:13#0,この話長いよ,
Morpheme,187#00:13:14#0,あはははは,
Morpheme,187#00:13:15#0,ごめんちょっと例えが複雑すぎて,
Morpheme,187#00:13:17#0,いやハードウェア的な部分は今置いといてよくて,
Morpheme,187#00:13:19#0,再生ができるかどうかって話なんだけどって難しい話,
Morpheme,187#00:13:23#0,詞を抹殺にとられてしまった,
Morpheme,187#00:13:25#0,ちょっとねもう大丈夫です,
Morpheme,187#00:13:27#0,まあでもあの皆さんに思っておいてほしいのは,
Morpheme,187#00:13:29#0,はい,
Morpheme,187#00:13:30#0,ヘイみずの,
Morpheme,187#00:13:31#0,OKみずのかな,
Morpheme,187#00:13:32#0,OKみずの再生してって言われても再生できなさそうだよね,
Morpheme,187#00:13:34#0,うーん,
Morpheme,187#00:13:35#0,でも同じシンプルな動作でそれはできるんだとしたら,
Morpheme,187#00:13:38#0,できてもおかしくないでしょう,
Morpheme,187#00:13:39#0,うーん,
Morpheme,187#00:13:40#0,なぜできないのかな,
Morpheme,187#00:13:41#0,なるほど,
Morpheme,187#00:13:42#0,っていう問いだけとりあえず頭に置いといても,
Morpheme,187#00:13:43#0,要素還元主義的なアプローチができないと,
Morpheme,187#00:13:45#0,そうですね,
Morpheme,187#00:13:46#0,はい,
Morpheme,187#00:13:47#0,だからみんながこの悩み抱えて生きてないの僕おかしいなと思うんですけど,
Morpheme,187#00:13:51#0,どの悩みですか,
Morpheme,187#00:13:52#0,なんで俺はポッドキャストが再生できないんだ,
Morpheme,187#00:13:55#0,いや,
Morpheme,187#00:13:56#0,いやあーこうやって俺も惹かれてるんですかね,
Morpheme,187#00:13:59#0,こんなところに課題意識燃やした時に,
Morpheme,187#00:14:01#0,こんな感じの気持ちになってんのか,
Morpheme,187#00:14:03#0,そうそうそうみずの訳わかんないことよく言ってるじゃないですか,
Morpheme,187#00:14:05#0,部首これで立候補した方がいいみたいな,
Morpheme,187#00:14:07#0,はいはい,
Morpheme,187#00:14:08#0,なんか何言ってんだろうなーって思ってるんですけど,
Morpheme,187#00:14:11#0,こんな感じなんだ新鮮だわ,
