Type,Id,Token,Speaker
Morpheme,176#00:01:31#0,あ、なるほど、ちょっとごめんなさい,
Morpheme,176#00:01:32#0,白鳥座には詳しいんですけど、白鳥には全然詳しくない,
Morpheme,176#00:01:35#0,なんでだよ,
Morpheme,176#00:01:36#0,すいません,
Morpheme,176#00:01:37#0,一番の共通じゃないとこ,
Morpheme,176#00:01:39#0,あ、そうか、白鳥座って白鳥でしたね、そういえば,
Morpheme,176#00:01:42#0,すいません、テーマ音楽好きなやつこういうところありがちなんで,
Morpheme,176#00:01:47#0,カークレッシュしてください,
Morpheme,176#00:01:48#0,本物知っとこうよ,
Morpheme,176#00:01:49#0,なんで点と線しか知らないの,
Morpheme,176#00:01:51#0,白鳥に関しては勉強不足でした、すいませんでした,
Morpheme,176#00:01:57#0,こちらの動画なんですけれども、投稿日が12月23日になりそうだという風に話を伺っております,
Morpheme,176#00:02:04#0,12月23日といえば,
Morpheme,176#00:02:07#0,クリスマスの前の前,
Morpheme,176#00:02:10#0,そう、前の前です,
Morpheme,176#00:02:11#0,クリスマスイブイブと一部の業界では呼ばれる,
Morpheme,176#00:02:14#0,イブの使い方が合ってるかどうかみたいな話になりそうでちょっと怖いけど,
Morpheme,176#00:02:18#0,イブを前夜という意味で使うのは果たしてどうなんだみたいな議論がありますけど,
Morpheme,176#00:02:23#0,まあ慣例的に使ってみましょう、イブイブと,
Morpheme,176#00:02:26#0,なので今日は恋バナをします,
Morpheme,176#00:02:30#0,へー、なんと,
Morpheme,176#00:02:32#0,恋バナをしたいと思います,
Morpheme,176#00:02:34#0,らしくないですね,
Morpheme,176#00:02:35#0,らしくないですか,
Morpheme,176#00:02:37#0,え、僕に恋のイメージないという悪口ですかそれは,
Morpheme,176#00:02:42#0,いやいや、なんかちょっとね、ガッドハウス中も人がいない、結婚ができるかどうかとかぼやいてたんで,
Morpheme,176#00:02:48#0,ぼやきましたね、確かに,
Morpheme,176#00:02:49#0,だから恋バナしたいのかな、逆に,
Morpheme,176#00:02:51#0,あー、憧れ,
Morpheme,176#00:02:52#0,憧れ,
Morpheme,176#00:02:53#0,恋人への憧れ,
Morpheme,176#00:02:55#0,そう、意味の話なのかもしれないですけど,
Morpheme,176#00:02:58#0,それこそ、彼女がいない人たちにも明日から使える恋愛知識としてね,
Morpheme,176#00:03:05#0,植え付けていきたいなと思います,
Morpheme,176#00:03:07#0,それを使えば彼女できる,
Morpheme,176#00:03:09#0,できます,
Morpheme,176#00:03:10#0,本当に?,
Morpheme,176#00:03:11#0,絶対できる、僕が保証します,
Morpheme,176#00:03:13#0,苦情こない?,
Morpheme,176#00:03:14#0,彼女のいない僕が保証します,
Morpheme,176#00:03:16#0,苦情こない,
Morpheme,176#00:03:17#0,すみません、この話したんですけど全然彼女できなかったです,
Morpheme,176#00:03:20#0,大量の手紙が届いて、DMが,
Morpheme,176#00:03:22#0,その時はコメント欄で紹介していただければと思います,
Morpheme,176#00:03:28#0,ちゃんとね、クリスマス当日に見ることができる星のお話もしますので,
Morpheme,176#00:03:33#0,お、楽しみ,
Morpheme,176#00:03:34#0,動画を見ている男性諸君は今後のデートでその知識を披露して彼女を作っていただければと,
Morpheme,176#00:03:40#0,東京でも見れるんですか?,
Morpheme,176#00:03:41#0,東京でも見れます,
Morpheme,176#00:03:42#0,じゃあ明るい星なんですね,
Morpheme,176#00:03:43#0,はい、そうですね,
Morpheme,176#00:03:44#0,じゃあ早速本題に入っていくんですけど,
Morpheme,176#00:03:47#0,クリスマスの星ってご存知ですか?,
Morpheme,176#00:03:50#0,あれじゃない?ベズレヘムの星,
Morpheme,176#00:03:53#0,あ〜いいですね、クリスマスツリーの先端についてるやつのこと,
Morpheme,176#00:03:58#0,そういう風に呼びますね,
Morpheme,176#00:03:59#0,星座ではなさそうだけどさ,
Morpheme,176#00:04:01#0,あれじゃないんですよ,
Morpheme,176#00:04:03#0,残念ながらあれは星座ではないですね,
Morpheme,176#00:04:05#0,クリスマスの星って聞かれたから,
Morpheme,176#00:04:07#0,それはクリスマスの星でしょ,
Morpheme,176#00:04:09#0,クリスマスの星って言ったらあれが思える人が一番多いと思います,
Morpheme,176#00:04:14#0,クリスマスの星、あれのこと言ってるわけでもなくて,
Morpheme,176#00:04:20#0,クリスマスの星座があるってこと?,
Morpheme,176#00:04:22#0,クリスマスの時期に見ることができる星座とかそういう意味じゃなくて,
Morpheme,176#00:04:27#0,同期者でクリスマスの星って呼ばれる星があるんです,
Morpheme,176#00:04:31#0,へ〜,
Morpheme,176#00:04:32#0,そう、ちょっと別の恋花と絡めてこの辺お話をしていきたいなと思うんですけれども,
Morpheme,176#00:04:39#0,星の話題で恋花って言われてまさきに思いつくものありますか?,
Morpheme,176#00:04:44#0,まあ織姫と彦星とかその辺じゃない?あとは神話とかじゃないですか,
Morpheme,176#00:04:48#0,そうですね、まあ銀写神話にも恋花は大量にあるんですけど,
Morpheme,176#00:04:51#0,恋花っていうかほとんど不倫話みたいな,
Morpheme,176#00:04:53#0,そうなんですよ,
Morpheme,176#00:04:55#0,あれは恋花と言っていいのかしら,
Morpheme,176#00:04:58#0,純愛っぽいものっていうとやっぱり日本の七夕のお話がまさきに思い浮かぶかと思います,
Morpheme,176#00:05:05#0,七夕ってどういうお話かサクッと説明していただけますかね?,
Morpheme,176#00:05:09#0,え?七夕?七夕はどういう話か?,
Morpheme,176#00:05:13#0,なんか会えない二人がその時だけ会うんでしょ?天の両方,
Morpheme,176#00:05:16#0,そうですね、その時だけ,
Morpheme,176#00:05:18#0,めちゃくちゃざっくりもざっくり,
Morpheme,176#00:05:22#0,あってるあってる,
Morpheme,176#00:05:23#0,あってるあってるけど,
Morpheme,176#00:05:24#0,間違ってないよね、今日も,
Morpheme,176#00:05:25#0,あの二人が星になった経緯がずっと仕事をサボって遊んでばかりいた,
Morpheme,176#00:05:30#0,あー、そんな話だったかも,
Morpheme,176#00:05:32#0,おりひめとヒトボシが、天の神様の怒りに触れてずっと会えない状態になったけれども,
Morpheme,176#00:05:37#0,7月7日だけ天の川を渡って会うことが許されているよっていう,
Morpheme,176#00:05:42#0,そういうね、まあ一応ロマンチックな,
Morpheme,176#00:05:44#0,ロマンチックな話,
Morpheme,176#00:05:45#0,ロマンチックですよ,
Morpheme,176#00:05:46#0,経罰じゃん,
Morpheme,176#00:05:48#0,労働の罰じゃん,
Morpheme,176#00:05:50#0,罰なんですけど,
Morpheme,176#00:05:52#0,ロマンチックなお話が残されてるわけですね,
Morpheme,176#00:05:54#0,強引だな,
Morpheme,176#00:05:56#0,ロマンチックじゃないよ,
Morpheme,176#00:05:58#0,このおりひめとヒトボシには明確な星が設定されています,
Morpheme,176#00:06:03#0,そうですね,
Morpheme,176#00:06:04#0,これはね、知ってる人ももしかしたら多いかもしれないですけれども,
Morpheme,176#00:06:08#0,おりひめが,
Morpheme,176#00:06:09#0,夏の大三角,
Morpheme,176#00:06:10#0,夏の大三角のおりひめが,
Morpheme,176#00:06:12#0,ベガ,
Morpheme,176#00:06:13#0,そう、こと座のベガです,
Morpheme,176#00:06:14#0,で、ヒトボシが,
Morpheme,176#00:06:16#0,アルタイル,
Morpheme,176#00:06:18#0,そう、和紙座のアルタイルですね,
Morpheme,176#00:06:20#0,この二つが設定されています,
Morpheme,176#00:06:22#0,七夕に関する詳しい話はまた7月頃にちゃんとやりたいなと思うんですけれども,
Morpheme,176#00:06:27#0,さっきも夏の大三角と言っていただいた通り,
Morpheme,176#00:06:30#0,ベガとアルタイルって言われるともう一個足りないのがありますよね,
Morpheme,176#00:06:34#0,デネブですよね,
Morpheme,176#00:06:35#0,そうですね,
Morpheme,176#00:06:36#0,白鳥座のデネブになります,
Morpheme,176#00:06:38#0,あ、白鳥座,
Morpheme,176#00:06:40#0,あ、繋がった,
Morpheme,176#00:06:42#0,なんだなんだいきなり小枝から,
Morpheme,176#00:06:44#0,持ってきたの,
Morpheme,176#00:06:46#0,ここなんですよ,
Morpheme,176#00:06:47#0,この三つ、夏の大三角と呼ばれる星で,
Morpheme,176#00:06:51#0,歌とかにもなってますね,
Morpheme,176#00:06:54#0,君の知らない物語っていうスーパーセルさんの曲とかでも,
Morpheme,176#00:06:57#0,夏の大三角出てきますけれども,
Morpheme,176#00:06:59#0,これがデネブアルタイルベガです,
Morpheme,176#00:07:01#0,そう、なんと,
Morpheme,176#00:07:03#0,私もそれで覚えました,
Morpheme,176#00:07:04#0,この白鳥座がですね,
Morpheme,176#00:07:06#0,クリスマスの星です,
Morpheme,176#00:07:08#0,なんで?,
Morpheme,176#00:07:10#0,冬だから,
Morpheme,176#00:07:11#0,あ、冬じゃねえや,
Morpheme,176#00:07:12#0,そう,
Morpheme,176#00:07:13#0,夏じゃん,
Morpheme,176#00:07:14#0,夏の大三角の白鳥座が,
Morpheme,176#00:07:16#0,クリスマスの星です,
Morpheme,176#00:07:18#0,なんで?クリスマスに白鳥出てくる話とかあったっけ?,
Morpheme,176#00:07:22#0,そういう方向に考えてきますか?,
Morpheme,176#00:07:25#0,うん,
Morpheme,176#00:07:26#0,だって白鳥座なんでしょ,
Morpheme,176#00:07:28#0,白鳥はあんまり関係ないんですね,
Morpheme,176#00:07:30#0,関係ないんだ,
Morpheme,176#00:07:32#0,というわけでね,
Morpheme,176#00:07:33#0,なぜこれがクリスマスの星と呼ばれるのか,
Morpheme,176#00:07:36#0,順を追って説明していきたいと思います,
Morpheme,176#00:07:38#0,【白鳥座の関係】,
Morpheme,176#00:07:39#0,さっき夏希さんも引っかかってましたけど,
Morpheme,176#00:07:42#0,違和感ありますよね?,
Morpheme,176#00:07:43#0,ありますよ,
Morpheme,176#00:07:44#0,しかも関係ないんでしょ白鳥は,
Morpheme,176#00:07:45#0,そうなんですよ,
Morpheme,176#00:07:46#0,白鳥は一切関係なくて,
Morpheme,176#00:07:48#0,夏の大三角の一部である白鳥座が,
Morpheme,176#00:07:51#0,クリスマスの星と呼ばれている,
Morpheme,176#00:07:53#0,クリスマスって言ったらやっぱ冬のイベントじゃないですか,
Morpheme,176#00:07:55#0,そうよね,
Morpheme,176#00:07:56#0,はい、そう,
Morpheme,176#00:07:57#0,そして僕は一番最初に,
Morpheme,176#00:07:59#0,クリスマス当日に見ることのできる星の話をすると,
Morpheme,176#00:08:03#0,言いました,
Morpheme,176#00:08:04#0,はい,
Morpheme,176#00:08:05#0,夏の大三角の白鳥座が見れるのかみたいな疑問が当然出てくると,
Morpheme,176#00:08:10#0,でも見れるんじゃないの?それは,
Morpheme,176#00:08:12#0,はい,
Morpheme,176#00:08:13#0,ギリギリ見れるんですよ,
Morpheme,176#00:08:14#0,時間帯的にってこと?,
Morpheme,176#00:08:16#0,そう,
Morpheme,176#00:08:17#0,冬の星座はもちろん冬ずっと見えるんですけど,
Morpheme,176#00:08:21#0,夏の星座もちょっと見れるんですよ,
Morpheme,176#00:08:23#0,あーこれね、ゆるがくとハースの時に,
Morpheme,176#00:08:26#0,若干こしやまくんからね天体観測時に聞いたんですよ,
Morpheme,176#00:08:30#0,あー喋った,
Morpheme,176#00:08:32#0,喋っちゃったそういや,
Morpheme,176#00:08:34#0,喋っちゃったわ,
Morpheme,176#00:08:35#0,あれじゃなんか時間、夏の星座って言われるのが,
Morpheme,176#00:08:38#0,8時かなんかの時に,
Morpheme,176#00:08:40#0,うん,
Morpheme,176#00:08:41#0,南か東かなんかどこかに見える星のことを言うみたいなこと言ってた気がするけど,
Morpheme,176#00:08:46#0,そうだ、それを台本にしてるのに俺あらかじめ喋っちゃってるわそれ,
Morpheme,176#00:08:49#0,まあいいんじゃないですか、私がめちゃくちゃ知識があるというか,
Morpheme,176#00:08:53#0,ちゃんと教えられたことを覚えてるっていう,
Morpheme,176#00:08:55#0,そう、ちゃんと覚えてるんですよ,
Morpheme,176#00:08:57#0,ちゃんと覚えてるっていう,
Morpheme,176#00:08:58#0,すげー,
Morpheme,176#00:08:59#0,教えてもらったことはね覚えますよ,
Morpheme,176#00:09:01#0,そうどうして見れるのかっていう話をちょっとじゃあ分かりやすく説明させていただきます,
Morpheme,176#00:09:05#0,ちゃんとは聞いてないんで教えてほしい,
Morpheme,176#00:09:07#0,はい,
Morpheme,176#00:09:08#0,あの要は季節の星座とは何なのかっていうお話ですね,
Morpheme,176#00:09:12#0,はい,
Morpheme,176#00:09:13#0,冬の星座とか夏の星座とか各星座呼ばれてますけれども,
Morpheme,176#00:09:17#0,はい,
Morpheme,176#00:09:18#0,これがどういう区分になってるのかっていうと,
Morpheme,176#00:09:20#0,うん,
Morpheme,176#00:09:21#0,白鳥座をとってお話ししますと,
Morpheme,176#00:09:22#0,はい,
Morpheme,176#00:09:23#0,夏の星座っていうのは,
Morpheme,176#00:09:24#0,これまず天文学の世界でよく言われる表現で言うと,
Morpheme,176#00:09:28#0,はい,
Morpheme,176#00:09:29#0,8月前後つまり夏の間,
Morpheme,176#00:09:31#0,8月前後,
Morpheme,176#00:09:32#0,はい,
Morpheme,176#00:09:33#0,夜8時から10時頃に東の空に見える星座っていう,
Morpheme,176#00:09:37#0,東の空だ,
Morpheme,176#00:09:38#0,はい表現をします,
Morpheme,176#00:09:39#0,はい,
Morpheme,176#00:09:40#0,どういうことかっていうと日没とほぼ同時に東の空から上がってくるっていうことなので,
Morpheme,176#00:09:44#0,あーそっかそっか,
Morpheme,176#00:09:45#0,そうその季節に一晩中見えている星座,
Morpheme,176#00:09:48#0,東から西にかけてこう上って沈むってことね,
Morpheme,176#00:09:51#0,そういうことです,
Morpheme,176#00:09:52#0,ちょうど太陽と反対の動きをしている,
Morpheme,176#00:09:54#0,うんうんうん,
Morpheme,176#00:09:55#0,星座のことをその季節の星座っていう風に,
Morpheme,176#00:09:57#0,うーんなるほど,
Morpheme,176#00:09:58#0,呼ぶわけなんですね,
Morpheme,176#00:09:59#0,はい,
Morpheme,176#00:10:00#0,なので冬の星座が東の空に見え始める,
Morpheme,176#00:10:03#0,うん,
Morpheme,176#00:10:04#0,12月とか冬の時期に関しては夏の星座っていうのは太陽とほぼ同じ動きをすることになります,
Morpheme,176#00:10:12#0,反対側にある,
Morpheme,176#00:10:13#0,これ南半球と北半球じゃ違うってこと?,
Morpheme,176#00:10:16#0,南半球と北半球では,
Morpheme,176#00:10:18#0,夏の星座冬の星座が,
Morpheme,176#00:10:20#0,えーとそもそも夏と冬が逆だからっていう話ですね,
Morpheme,176#00:10:25#0,あーそういうことか,
Morpheme,176#00:10:26#0,そういうことですね,
Morpheme,176#00:10:27#0,なんでちょうど反対になってるんですけど,
Morpheme,176#00:10:29#0,そもそも北半球と南半球では見える星もだいぶ違ってくるので,
Morpheme,176#00:10:33#0,その話はもうちょっとみんなに知識植え付けてからにしましょう,
Morpheme,176#00:10:37#0,分かりました,
Morpheme,176#00:10:38#0,交互期待なんですね,
Morpheme,176#00:10:39#0,結構難しい話になってきますそこは,
Morpheme,176#00:10:41#0,すいません,
Morpheme,176#00:10:42#0,というわけで先ほど申し上げた通り夏の星座っていうのは冬になるとほとんど太陽と重なっちゃうので,
Morpheme,176#00:10:48#0,うんうん,
Morpheme,176#00:10:49#0,見えないんです,
Morpheme,176#00:10:50#0,それこそ12月から2月とかになると,
Morpheme,176#00:10:52#0,うん,
Morpheme,176#00:10:53#0,こと座とかわし座はマジで太陽と同じようなポジションにあるので,
Morpheme,176#00:10:59#0,へー,
Morpheme,176#00:11:00#0,見えないんですけど,
Morpheme,176#00:11:01#0,そうなんだ,
Morpheme,176#00:11:02#0,はい,
Morpheme,176#00:11:03#0,それは位置してる方位的にしょうがないってことですね,
Morpheme,176#00:11:06#0,そうですね,
Morpheme,176#00:11:07#0,へー,
Morpheme,176#00:11:08#0,ただこれは2月のお話でございまして,
Morpheme,176#00:11:10#0,はい,
Morpheme,176#00:11:11#0,12月になると夏の星座は太陽よりちょっと遅れて沈むんですね,
Morpheme,176#00:11:16#0,ふーん,
Morpheme,176#00:11:18#0,っていうことはその白鳥座って夏の星座の中でも冬の星座に寄った位置に位置してるんですよ,
Morpheme,176#00:11:26#0,はい,
Morpheme,176#00:11:27#0,その大三角のトライアングルの一番冬側冬側っていう言い方はちょっと通じるかどうかわかんないんですけれども,
Morpheme,176#00:11:36#0,じゃあそうなるとどうなるの夏の冬に見たら日の遅い時期に見れるってことなの,
Morpheme,176#00:11:46#0,そうですね太陽が沈んだ瞬間に,
Morpheme,176#00:11:49#0,東の空に見えるわけじゃないじゃない,
Morpheme,176#00:11:51#0,そうギリギリ西の空地平線上に残ってる,
Morpheme,176#00:11:54#0,そうですよね,
Morpheme,176#00:11:55#0,そうか遅い時間じゃないのか早い時間に西の空に残ってる状態になるのか,
Morpheme,176#00:11:59#0,そうそうそう,
Morpheme,176#00:12:00#0,はーなるほど,
Morpheme,176#00:12:01#0,太陽が沈んだ瞬間にギリ残ってるのが白鳥座,
Morpheme,176#00:12:04#0,わかりました今形が見えましたぐるっと,
Morpheme,176#00:12:08#0,うんうん,
Morpheme,176#00:12:09#0,ということになっています,
Morpheme,176#00:12:11#0,つまり日の入りの直後白鳥座ことクリスマスの星これが西の空に沈んでいく状態で観測できるんですね,
Morpheme,176#00:12:20#0,ふーんどんな形で,
Morpheme,176#00:12:23#0,という話を今からしたいと思います,
Morpheme,176#00:12:26#0,ありがとうございます,
Morpheme,176#00:12:28#0,なぜこの白鳥座がクリスマスの星とされているのか,
Morpheme,176#00:12:32#0,この冬の時期12月24日それこそクリスマスに見える星はそれこそ冬の星座が大量に存在しているんですよ,
Morpheme,176#00:12:41#0,なのになんで白鳥座がピックアップされているのか,
Morpheme,176#00:12:44#0,確かに,
Morpheme,176#00:12:45#0,この話はですね別れへむの話にも少々一瞬関わってくるところは,
Morpheme,176#00:12:51#0,じゃあ別れへむ正解じゃん実質,
Morpheme,176#00:12:53#0,いや不正解です,
Morpheme,176#00:12:54#0,あれは不正解です,
Morpheme,176#00:12:55#0,なんで,
Morpheme,176#00:12:56#0,少々関わってくるだけなのでそうあるんですけれども,
Morpheme,176#00:13:00#0,クリスマスってどういうイベントですか,
Morpheme,176#00:13:03#0,キリストの聖誕祭あるか,
Morpheme,176#00:13:07#0,そうですねキリストさんが生まれたとされる日で,
Morpheme,176#00:13:11#0,イエスキリストの後誕祭後誕祭になるわけなんですけれども,
Morpheme,176#00:13:19#0,これを念頭においてですね白鳥座の形を思い浮かべてみようかと思います,
Morpheme,176#00:13:27#0,待ってでも分かっちゃったかもしれない,
Morpheme,176#00:13:29#0,でもこれってさ台本ブレイク的な感じになっちゃう,
Morpheme,176#00:13:32#0,いいですよいいですよ来てもらって大丈夫ですよ,
Morpheme,176#00:13:34#0,十字架っぽい形だからとかじゃない,
Morpheme,176#00:13:36#0,正解です,
Morpheme,176#00:13:38#0,きたー,
Morpheme,176#00:13:39#0,正解です,
Morpheme,176#00:13:40#0,きたー,
Morpheme,176#00:13:41#0,星座知識がちょっとずつ入ってるせいでブレイクされてしまう,
Morpheme,176#00:13:45#0,白鳥座の形全然知らないっていう人もいると思うんで,
Morpheme,176#00:13:50#0,画像できれば出しつつ説明していきたいなと思うんですけれども,
Morpheme,176#00:13:55#0,白鳥座はですね真ん中にあるサドルという星を中心に,
Morpheme,176#00:14:02#0,頭と尻尾とあと2つの翼を広げている十文字の形をかたどっているんですね,
Morpheme,176#00:14:09#0,結構かなり綺麗な十字型してまして,
Morpheme,176#00:14:12#0,南半球には南十字星って南十字座っていう本当に十文字の星があるんですけど,
Morpheme,176#00:14:19#0,これに対して北十字って呼ばれることがあるぐらい綺麗な十文字の,
Morpheme,176#00:14:24#0,だから十字なのを知ってるのかもしれない,
Morpheme,176#00:14:26#0,そうですね北十字っていう呼び方自体そこそこ有名かもしれないですね,
Morpheme,176#00:14:31#0,なのでこちら西の空にまっすぐ沈んでいくとき,
Morpheme,176#00:14:37#0,ほぼしっかり十字が立った状態で沈んでいくんですよ,
Morpheme,176#00:14:42#0,そうなんだだから十字架でキリスト,
Morpheme,176#00:14:46#0,生誕祭なのに不吉?不吉すぎ?,
Morpheme,176#00:14:49#0,そうなんですよね,
Morpheme,176#00:14:51#0,生まれそうな場所とかで良くない?死にゆく瞬間の,
Morpheme,176#00:14:55#0,そうなんですよ死にゆく瞬間をかたどった十字架を,
Morpheme,176#00:15:00#0,生誕祭の星としてどうなんだっていう視点があるかもしれないですけど,
Morpheme,176#00:15:05#0,どちらかというとこれキリスト教のシンボルマークとして,
Morpheme,176#00:15:09#0,そうだけどさ,
Morpheme,176#00:15:11#0,十字架がね,
Morpheme,176#00:15:13#0,由来をたどってしまうと,
Morpheme,176#00:15:16#0,みんなでこれからおめでとうってなるときにキリスト張り付けられてるわーって思ってみるでしょ,
Morpheme,176#00:15:21#0,そこはあるんですけど,
Morpheme,176#00:15:24#0,シンボルマークとして目立つからというところで,
Morpheme,176#00:15:29#0,これがクリスマスの星として慕われるようになったという経緯があるわけです,
Morpheme,176#00:15:34#0,それだったら和紙座でもいいんじゃないですか?,
Morpheme,176#00:15:37#0,和紙座はねクリスマスの時期多分,
Morpheme,176#00:15:40#0,見れないのか,
Morpheme,176#00:15:41#0,太陽とほとんど重なってて,
Morpheme,176#00:15:43#0,重なっちゃってギリギリ白昼だけが見えるからか,
Morpheme,176#00:15:46#0,そうですね,
Morpheme,176#00:15:47#0,夕焼けにかぶって和紙座はほぼ見えないと思います,
Morpheme,176#00:15:50#0,なるほどなーそっかー見えてたらね,
Morpheme,176#00:15:53#0,二人で争ったらねどっちにするか,
Morpheme,176#00:15:56#0,どっちにするか,
Morpheme,176#00:15:58#0,クリスマスの星どっちにするかここで争っていいんですか,
Morpheme,176#00:16:02#0,どっちが来年譲るよ,
Morpheme,176#00:16:06#0,毎年どっちか変わる,
Morpheme,176#00:16:08#0,二人でじゃんけんと,
Morpheme,176#00:16:10#0,そうですね今言っていただいた通り和紙座もほとんど十字の形してて,
Morpheme,176#00:16:15#0,取り方だった星座って十字のもの多いんですよね,
Morpheme,176#00:16:18#0,なんかそのイメージとか,
Morpheme,176#00:16:19#0,この話はねまた星座の形しっかり見る回でもお話したいなと思うんで,
Morpheme,176#00:16:22#0,教えてほしい,
Morpheme,176#00:16:23#0,またいずれという形になりますけれども,
Morpheme,176#00:16:25#0,ちょっと十字架をクリスマスの星にしているところに納得いただいてないようなので,
Morpheme,176#00:16:32#0,ちょっとずれた豆知識を披露することによって頑張ってごまかして補おうかなと思います,
Morpheme,176#00:16:38#0,別にそんなことじゃ上書きされないからな,
Morpheme,176#00:16:42#0,いや豆知識好きでしょ,
Morpheme,176#00:16:45#0,これで満足しておこう,
Morpheme,176#00:16:47#0,満足はします納得はしないけど,
Morpheme,176#00:16:49#0,白鳥座って十字になってるって言いましたけど,
Morpheme,176#00:16:53#0,さっき話した通り漠然と十字になってるんじゃなくて,
Morpheme,176#00:16:56#0,ちゃんと向きが決まってるんですね,
Morpheme,176#00:16:58#0,一番有名な星が夏の大三角に回っているデネブだと思うんですけど,
Morpheme,176#00:17:04#0,これはお尻っていう意味なんですよ,
Morpheme,176#00:17:06#0,そうなんですね,
Morpheme,176#00:17:07#0,デネブ何語,
Morpheme,176#00:17:08#0,基本ギリシャ語由来だと思います,
Morpheme,176#00:17:12#0,星の名前はすべて,
Morpheme,176#00:17:13#0,他にもですね,
Morpheme,176#00:17:16#0,ど真ん中にあるサドルという星は,
Morpheme,176#00:17:18#0,それは,
Morpheme,176#00:17:19#0,お腹っていう意味ですね,
Morpheme,176#00:17:20#0,それって自転車のサドルと同じなんですか,
Morpheme,176#00:17:22#0,同語源な気がするんですけど,
Morpheme,176#00:17:24#0,詳しい調べはついてません,
Morpheme,176#00:17:26#0,デネブの反対側にある星,
Morpheme,176#00:17:31#0,これがアルビレオというんですけれど,
Morpheme,176#00:17:33#0,かっこいいですよね名前,
Morpheme,176#00:17:36#0,これくちばしっていう意味ですね,
Morpheme,176#00:17:38#0,そうなんだ,
Morpheme,176#00:17:40#0,だからまっすぐお尻お腹くちばし並んでて,
Morpheme,176#00:17:44#0,両サイドにも羽を意味する星があるんですけれども,
Morpheme,176#00:17:50#0,こんな風に体のパーツの名前が付けられてるんですね,
Morpheme,176#00:17:54#0,じゃあ夏の大三角行ってるとき,
Morpheme,176#00:17:56#0,いつもお尻って言ってるんですか,
Morpheme,176#00:17:58#0,あれお尻です,
Morpheme,176#00:17:59#0,そうだったんだ,
Morpheme,176#00:18:01#0,もうちょっとロマンチックに話をしてたんだけど,
Morpheme,176#00:18:04#0,お尻だったんだ,
Morpheme,176#00:18:05#0,お尻です,
Morpheme,176#00:18:06#0,織姫と彦星は別なんで,
Morpheme,176#00:18:09#0,織姫と彦星とお尻って言ってたの私たちは,
Morpheme,176#00:18:11#0,そうです,
Morpheme,176#00:18:14#0,ロマンチックの欠片もねえな,
Morpheme,176#00:18:17#0,誰か教えといてよそれ,
Morpheme,176#00:18:19#0,もうちょっと小さい声で言ってたんだ,
Morpheme,176#00:18:21#0,デネブ,
Morpheme,176#00:18:23#0,デネブ,
